,0,1,2,3,4,5,6,7,8,9
184,12684,12684,12684,12684,12684,12684,12684,12684,12684,12684
185,327707,327707,327707,327707,327707,327707,327707,327707,327707,327707
186,52314,52314,52314,52314,52314,52314,52314,52314,52314,52314
187,142616,142616,142616,142616,142616,142616,142616,142616,142616,142616
188,9506,9506,9506,9506,9506,9506,9506,9506,9506,9506
189,45906,45906,45906,45906,45906,45906,45906,45906,45906,45906
190,15994,15994,15994,15994,15994,15994,15994,15994,15994,15994
191,15806,15806,15806,15806,15806,15806,15806,15806,15806,15806
192,202536,202536,202536,202536,202536,202536,202536,202536,202536,202536
193,35540,35540,35540,35540,35540,35540,35540,35540,35540,35540
194,25472,25472,25472,25472,25472,25472,25472,25472,25472,25472
195,138466,138466,138466,138466,138466,138466,138466,138466,138466,138466
196,5479,5479,5479,5479,5479,5479,5479,5479,5479,5479
197,44156,44156,44156,44156,44156,44156,44156,44156,44156,44156
198,12271,12271,12271,12271,12271,12271,12271,12271,12271,12271
199,44647,44647,44647,44647,44647,44647,44647,44647,44647,44647
200,3,3,3,3,3,3,3,3,3,3
201,17551,17551,17551,17551,17551,17551,17551,17551,17551,17551
202,37123,37123,37123,37123,37123,37123,37123,37123,37123,37123
203,27883,27883,27883,27883,27883,27883,27883,27883,27883,27883
204,49941,49941,49941,49941,49941,49941,49941,49941,49941,49941
205,7828,7828,7828,7828,7828,7828,7828,7828,7828,7828
206,2116,2116,2116,2116,2116,2116,2116,2116,2116,2116
207,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110
208,393522,393522,393522,393522,393522,393522,393522,393522,393522,393522
209,38158,38158,38158,38158,38158,38158,38158,38158,38158,38158
210,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935
211,36937,36937,36937,36937,36937,36937,36937,36937,36937,36937
212,18121,18121,18121,18121,18121,18121,18121,18121,18121,18121
213,271885,271885,271885,271885,271885,271885,271885,271885,271885,271885
214,49604,49604,49604,49604,49604,49604,49604,49604,49604,49604
215,47165,47165,47165,47165,47165,47165,47165,47165,47165,47165
216,14291,14291,14291,14291,14291,14291,14291,14291,14291,14291
217,22458,22458,22458,22458,22458,22458,22458,22458,22458,22458
218,30851,30851,30851,30851,30851,30851,30851,30851,30851,30851
219,33980,33980,33980,33980,33980,33980,33980,33980,33980,33980
220,212934,212934,212934,212934,212934,212934,212934,212934,212934,212934
221,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
222,11426,11426,11426,11426,11426,11426,11426,11426,11426,11426
223,197164,197164,197164,197164,197164,197164,197164,197164,197164,197164
224,36874,36874,36874,36874,36874,36874,36874,36874,36874,36874
225,61138,61138,61138,61138,61138,61138,61138,61138,61138,61138
226,49254,49254,49254,49254,49254,49254,49254,49254,49254,49254
227,262792,262792,262792,262792,262792,262792,262792,262792,262792,262792
228,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800
229,22355,22355,22355,22355,22355,22355,22355,22355,22355,22355
