,X,Y,ASN,Continent,Colors
57199,1.1960188,-40.684216,57199,Europe,1
52075,-59.32001,37.420834,52075,Europe,1
24776,37.467133,24.012842,24776,Europe,1
47891,-16.647898,-17.91165,47891,Europe,1
201281,-67.15993,9.077268,201281,Europe,1
39567,-16.183218,-40.28634,39567,Europe,1
34177,-36.848186,-20.435516,34177,Europe,1
207151,-56.325188,-7.1720033,207151,Europe,1
8839,50.066246,43.569725,8839,Europe,1
50903,30.215849,5.4933357,50903,Europe,1
203432,7.4740496,4.8783407,203432,Europe,1
34970,23.304342,-9.631324,34970,Europe,1
28768,-13.995701,-13.401235,28768,Europe,1
208585,28.293146,16.101236,208585,Europe,1
5377,38.622494,38.411575,5377,Europe,1
57119,26.634974,16.572008,57119,Europe,1
212972,28.556812,15.303498,212972,Europe,1
31693,8.744743,-1.4847826,31693,Europe,1
203596,-18.858442,-11.438107,203596,Europe,1
197732,-8.94848,3.5991406,197732,Europe,1
44297,-18.051073,-10.772435,44297,Europe,1
2485,39.6225,26.88649,2485,Europe,1
198985,20.358519,30.02827,198985,Europe,1
50858,-4.2261133,-16.436188,50858,Europe,1
62000,26.266373,41.48474,62000,Europe,1
207910,-67.11765,12.828464,207910,Europe,1
199571,-16.166683,-19.651455,199571,Europe,1
35393,21.943506,-4.7464414,35393,Europe,1
200780,29.225735,4.2868905,200780,Europe,1
15826,22.63896,44.062466,15826,Europe,1
34958,-30.99689,-33.185112,34958,Europe,1
48072,-4.0136466,-13.633712,48072,Europe,1
203352,-57.178432,-8.0608015,203352,Europe,1
198507,-14.978367,-14.272337,198507,Europe,1
30741,-21.66749,-17.657341,30741,Europe,1
20900,36.557865,22.671528,20900,Europe,1
12826,13.208525,3.1027615,12826,Europe,1
20565,22.13637,-5.655675,20565,Europe,1
41652,-37.24935,-22.272429,41652,Europe,1
205344,-48.478996,-17.72368,205344,Europe,1
44097,37.840797,22.0737,44097,Europe,1
34749,4.608665,0.12573859,34749,Europe,1
199064,-51.919594,37.100216,199064,Europe,1
8399,-3.8211315,-16.906946,8399,Europe,1
43619,-49.782303,-18.255049,43619,Europe,1
199758,-17.776793,-20.03205,199758,Europe,1
45050,22.205767,5.671566,45050,Europe,1
38926,-49.247395,33.31965,38926,Europe,1
201072,-13.2233715,-23.030441,201072,Europe,1
60350,-61.921,-16.391832,60350,Europe,1
207300,-58.344078,-20.892206,207300,Europe,1
47787,19.738045,31.699265,47787,Europe,1
12727,-49.21138,-15.164412,12727,Europe,1
8487,-37.23633,-22.273844,8487,Europe,1
53550,-11.341199,-20.007343,53550,North America,3
203698,-71.41381,19.779163,203698,Europe,1
208069,-48.618736,-18.485205,208069,Europe,1
200906,-65.1632,-0.6370296,200906,Europe,1
34659,-63.618908,1.8482856,34659,Europe,1
44000,-72.339905,25.167944,44000,Europe,1
207992,-68.7149,11.312416,207992,Europe,1
212815,-71.56157,25.85101,212815,Europe,1
21409,-57.06157,37.41562,21409,Europe,1
49920,-59.697956,37.396534,49920,Europe,1
2856,31.132124,25.115126,2856,Europe,1
31712,35.171703,29.421055,31712,Europe,1
202288,34.067215,26.331066,202288,Europe,1
20712,35.90645,32.490196,20712,Europe,1
25376,34.104633,30.037132,25376,Europe,1
39617,38.31263,42.819923,39617,Europe,1
41000,33.490406,29.835135,41000,Europe,1
12496,23.921806,3.4433193,12496,Europe,1
59617,31.170847,26.57449,59617,Europe,1
50300,-25.070837,-18.331623,50300,Europe,1
6871,31.137592,24.570253,6871,Europe,1
2818,36.372684,29.001774,2818,Europe,1
41103,1.669687,-13.60007,41103,Europe,1
13285,25.304379,2.1679087,13285,Europe,1
5413,38.327698,28.935822,5413,Europe,1
48294,10.461836,1.2239975,48294,Europe,1
31727,11.877677,-6.559738,31727,Europe,1
33920,33.851482,32.821976,33920,Europe,1
210329,-44.69745,-5.919183,210329,North America,3
47474,33.98734,30.824236,47474,Europe,1
786,37.482754,29.387228,786,Europe,1
206509,34.93457,31.668306,206509,Europe,1
5378,39.00689,30.83205,5378,Europe,1
51561,-4.6951394,-20.764408,51561,Europe,1
31493,33.401596,27.75243,31493,Europe,1
25091,23.465487,-6.372799,25091,Europe,1
209198,-46.319656,-12.3867655,209198,Europe,1
60036,32.64928,25.697569,60036,Europe,1
35266,25.85428,3.1657581,35266,Europe,1
43950,34.93263,29.49081,43950,Europe,1
42009,39.59154,30.675169,42009,Europe,1
16353,36.72734,29.173586,16353,Europe,1
43081,32.34687,27.359873,43081,Europe,1
202454,-53.829445,-9.317156,202454,Europe,1
199468,32.593815,18.827066,199468,Europe,1
9161,-21.13654,-10.048888,9161,Europe,1
35456,-1.6924975,-16.160446,35456,Europe,1
28792,35.997673,30.525007,28792,Europe,1
50287,26.807774,39.81161,50287,Europe,1
36692,25.91709,0.6641219,36692,North America,3
201126,26.15201,40.4874,201126,Europe,1
198864,0.9350564,-16.152096,198864,Europe,1
25460,22.783476,3.4608881,25460,Europe,1
21260,-66.66496,29.4859,21260,Europe,1
198736,8.587082,5.437662,198736,Europe,1
201971,24.54543,36.05665,201971,Europe,1
198722,14.263305,-6.15495,198722,Europe,1
56478,36.6144,33.35698,56478,Europe,1
206062,23.472704,5.504601,206062,Europe,1
43996,60.470306,40.79566,43996,Europe,1
9105,25.224644,1.7121629,9105,Europe,1
5607,37.205196,33.60395,5607,Europe,1
25061,11.150304,-6.486773,25061,Europe,1
12390,-5.9795575,-21.055325,12390,Europe,1
13005,12.31133,-5.8980308,13005,Europe,1
41354,34.166782,29.181353,41354,Europe,1
203315,-53.317738,-8.723828,203315,Europe,1
31655,27.180285,18.100534,31655,Europe,1
62227,-3.79343,-21.723614,62227,Europe,1
13009,24.375944,4.264995,13009,Europe,1
8676,33.78757,33.35474,8676,Europe,1
15510,1.0053142,-13.586111,15510,Europe,1
29550,15.106722,-7.1923146,29550,Europe,1
12576,24.653738,0.876009,12576,Europe,1
42689,-28.311178,-17.895527,42689,Europe,1
49375,-12.996286,-18.185253,49375,Europe,1
30938,-44.3394,-4.550906,30938,Europe,1
201838,22.391459,3.7858236,201838,Europe,1
56329,37.485672,32.721855,56329,Europe,1
29527,36.901703,31.266405,29527,Europe,1
41695,34.96025,28.301971,41695,Europe,1
207841,24.568453,13.089054,207841,Europe,1
31708,36.86986,28.291903,31708,Europe,1
202695,-61.537155,-4.669603,202695,Europe,1
197529,23.40657,27.498386,197529,Europe,1
48804,-10.679723,-21.408403,48804,Europe,1
45014,27.397543,38.905304,45014,Europe,1
34660,-12.870253,-18.069668,34660,Europe,1
34587,20.548746,43.60178,34587,Europe,1
199188,25.823877,39.315598,199188,Asia,0
59676,21.2827,4.0102897,59676,Europe,1
43442,19.87383,3.681685,43442,Europe,1
43915,-52.651787,-8.436497,43915,Europe,1
206067,-53.93624,-12.073594,206067,Europe,1
6908,26.72644,-14.464108,6908,Europe,1
8468,24.471676,1.4966991,8468,Europe,1
35559,29.334448,25.597527,35559,Europe,1
60672,-66.617485,3.5591483,60672,Europe,1
42831,34.33751,26.650297,42831,Europe,1
60426,9.528446,-3.9690092,60426,Europe,1
20860,21.758873,3.0582132,20860,Europe,1
8916,-65.41068,8.1495,8916,Europe,1
39326,9.821651,0.11602358,39326,Europe,1
3213,-28.445435,-16.164568,3213,Europe,1
57356,24.790585,3.8697522,57356,Europe,1
25135,-52.417084,-14.112937,25135,Europe,1
43408,-61.97496,-6.791157,43408,Europe,1
197669,-29.902819,-18.20778,197669,Europe,1
61215,-25.687996,-17.95551,61215,Europe,1
12775,13.246859,-6.5778008,12775,Europe,1
12628,37.838497,30.284616,12628,Europe,1
25310,-6.4623694,-22.351791,25310,Europe,1
51263,13.497254,-5.2262044,51263,Europe,1
44176,-26.803062,-23.698322,44176,Europe,1
52063,26.03095,7.892465,52063,Europe,1
34790,11.234925,-8.195344,34790,Europe,1
196745,25.587057,40.295746,196745,Europe,1
205220,-59.093575,-8.765406,205220,Europe,1
208098,-59.931545,-9.839231,208098,Europe,1
198781,-1.2672561,-21.410194,198781,Europe,1
205479,-25.923323,-20.719038,205479,Europe,1
21396,-0.0900306,-13.328537,21396,Europe,1
199283,-49.969315,40.136723,199283,Europe,1
51918,-26.469103,-18.678717,51918,Europe,1
62267,-1.4143485,-3.2953072,62267,Europe,1
47227,10.572708,-7.601885,47227,Europe,1
205544,-70.998,19.109484,205544,Europe,1
41230,-13.854289,-18.178112,41230,Europe,1
35008,1.3236773,-13.285015,35008,Europe,1
12703,31.678116,23.668993,12703,Europe,1
41489,10.489559,-7.7419806,41489,Europe,1
201773,10.98315,3.4911354,201773,Europe,1
8330,-62.022793,-6.127484,8330,Europe,1
58273,-1.5370857,-21.34211,58273,Europe,1
4589,-40.444836,-14.136906,4589,,6
34119,32.57578,28.53811,34119,Europe,1
199516,-0.24604844,-21.30624,199516,Europe,1
31472,-63.944164,0.31052768,31472,Europe,1
31404,-51.465797,37.77061,31404,Europe,1
5631,-48.714893,-19.42231,5631,Europe,1
207960,-64.2683,-15.247735,207960,Europe,1
61337,-28.39437,-17.92184,61337,Europe,1
207995,-28.691473,-18.994232,207995,Europe,1
39767,-67.104866,8.857094,39767,Europe,1
61049,-60.450314,-7.0176706,61049,Europe,1
44684,10.807548,-8.779886,44684,Europe,1
39602,-60.05855,-7.782102,39602,Europe,1
203231,-4.89555,-22.627245,203231,Europe,1
39522,14.501238,-4.195161,39522,Europe,1
44332,-54.27691,-12.95777,44332,Europe,1
208907,-42.404934,-12.822663,208907,Europe,1
208189,-71.2021,21.007578,208189,Europe,1
12488,-68.52428,4.738871,12488,Europe,1
199165,12.459125,-8.7122135,199165,Europe,1
60610,-64.3654,0.7672795,60610,Europe,1
8943,-65.9623,8.623292,8943,Europe,1
44574,-60.52188,-8.49833,44574,Europe,1
211552,-65.99786,34.317814,211552,Europe,1
36351,5.6057987,15.26797,36351,North America,3
56910,41.390163,18.15088,56910,Europe,1
8253,21.224524,18.124083,8253,Europe,1
3329,39.33536,13.929221,3329,Europe,1
200736,-6.2201643,-28.71778,200736,Europe,1
9069,21.141558,17.699213,9069,Europe,1
6799,46.95584,-13.347304,6799,Europe,1
51810,23.781921,-8.806694,51810,Europe,1
29247,27.438486,-6.7961793,29247,Europe,1
25472,41.71593,20.184368,25472,Europe,1
56457,25.028803,24.531319,56457,Europe,1
15544,13.925724,-16.898752,15544,Europe,1
5408,22.648188,19.320475,5408,Europe,1
8522,-51.66062,37.243565,8522,Europe,1
8581,20.971088,17.477295,8581,Europe,1
199399,22.46088,19.385397,199399,Europe,1
12361,38.81353,13.11492,12361,Europe,1
50919,21.517641,-10.861096,50919,Europe,1
8991,-19.881842,-24.260998,8991,Europe,1
199246,-23.12747,-25.427895,199246,Europe,1
212485,-66.80491,21.091522,212485,Europe,1
8248,-19.47524,-24.168257,8248,Europe,1
201494,5.6128864,-22.523699,201494,Europe,1
197580,-6.6073523,-30.429506,197580,Europe,1
6867,21.219366,18.18055,6867,Europe,1
202042,6.3957496,-1.4960425,202042,Europe,1
51392,-65.79276,34.698772,51392,Europe,1
208149,-23.210382,-25.471401,208149,Europe,1
5470,21.354176,18.392572,5470,Europe,1
20845,72.9715,31.35078,20845,Europe,1
5483,4.318219,-3.792917,5483,Europe,1
21334,47.86877,20.968508,21334,Europe,1
20510,-35.963375,-25.690928,20510,Europe,1
44651,4.0602455,-3.6894922,44651,Europe,1
42120,-16.997128,-24.357359,42120,Europe,1
41075,54.981163,6.5195127,41075,Europe,1
12303,64.992256,32.25381,12303,Europe,1
43749,-15.968213,-30.946798,43749,Europe,1
29278,54.952057,6.5308776,29278,Europe,1
3314,6.438628,-21.131231,3314,Europe,1
51920,20.31518,-10.06877,51920,Europe,1
1955,67.91468,36.2928,1955,Europe,1
35263,24.982693,-26.601692,35263,Europe,1
47116,47.346622,-13.632736,47116,Europe,1
30836,-30.629234,-26.02866,30836,Europe,1
28728,17.327917,-14.807185,28728,Europe,1
3244,47.63802,21.228468,3244,Europe,1
197889,14.862446,-21.391525,197889,Europe,1
20523,10.44706,-40.50294,20523,Europe,1
47169,-16.96867,-23.665398,47169,Europe,1
12301,-60.39527,-19.686796,12301,Europe,1
41303,-50.296677,-19.404333,41303,Europe,1
15566,-49.103317,-14.094533,15566,Europe,1
47381,-69.7536,27.977201,47381,Europe,1
15502,26.501549,7.61928,15502,Europe,1
42227,7.8725963,1.1504989,42227,Europe,1
5466,22.743979,4.182082,5466,Europe,1
42953,24.578182,41.533142,42953,Europe,1
13280,15.351156,-5.9372253,13280,Europe,1
25441,32.81708,24.305521,25441,Europe,1
1213,24.69439,8.7628145,1213,Europe,1
31122,-5.457832,-21.74451,31122,Europe,1
2110,30.44085,24.119125,2110,Europe,1
39122,26.076653,3.8538153,39122,Europe,1
199256,-50.060658,39.390385,199256,Europe,1
15806,19.008192,5.292455,15806,Europe,1
2128,20.38632,44.68025,2128,Europe,1
39093,19.692343,5.7201667,39093,Europe,1
34245,13.633945,-5.97563,34245,Europe,1
199588,20.829702,4.815548,199588,Europe,1
49567,34.16537,23.092636,49567,Europe,1
204994,-50.108555,-30.82812,204994,Europe,1
44384,15.211186,-5.359745,44384,Europe,1
43406,14.231546,-8.430175,43406,Europe,1
62059,18.988226,5.2587085,62059,Europe,1
56911,32.189934,-15.578271,56911,Europe,1
16628,-58.661022,8.603668,16628,North America,3
15751,-68.53124,18.39749,15751,Europe,1
45942,17.233986,26.827381,45942,Asia,0
23860,-46.996788,18.006468,23860,Asia,0
132453,-47.831593,12.577345,132453,Asia,0
45609,-44.84207,10.543354,45609,Asia,0
55824,-10.533899,-6.101985,55824,Asia,0
132933,-40.100677,17.527561,132933,Asia,0
18196,-40.540073,17.30976,18196,Asia,0
4755,-41.80282,16.997652,4755,Asia,0
45184,-34.872368,-33.977715,45184,Asia,0
133289,-48.618996,38.632957,133289,Asia,0
131269,-42.83952,17.265137,131269,Asia,0
24309,-39.986004,17.901968,24309,Asia,0
17488,-52.50914,36.674187,17488,Asia,0
133982,-40.107956,17.793913,133982,Asia,0
45820,-40.25247,15.855444,45820,Asia,0
136360,-44.970722,11.728006,136360,Asia,0
17625,-38.768475,16.826584,17625,Asia,0
135190,-8.632656,-6.213512,135190,Asia,0
135760,-42.83067,16.496403,135760,Asia,0
134326,-43.410686,-20.735714,134326,Asia,0
9430,-40.23558,18.05035,9430,Asia,0
139195,-43.813286,11.122823,139195,Asia,0
4758,-52.800823,39.66234,4758,Asia,0
137084,-45.427906,11.652855,137084,Asia,0
139331,-53.20192,9.756427,139331,Asia,0
18209,-47.23949,17.618996,18209,Asia,0
137120,-49.187023,13.103498,137120,Asia,0
56166,-43.950676,9.958555,56166,Asia,0
17465,-40.19049,15.741583,17465,Asia,0
45194,-42.458828,17.006952,45194,Asia,0
134325,-41.504684,16.460945,134325,Asia,0
133661,-9.574592,-6.5190473,133661,Asia,0
134341,-9.753685,-6.220905,134341,Asia,0
134868,-45.086674,10.771292,134868,Asia,0
12222,-35.595695,-9.003513,12222,North America,3
45235,-43.2655,16.521069,45235,Asia,0
58765,-42.336872,16.49483,58765,Asia,0
17439,-46.97471,17.901928,17439,Asia,0
45528,-44.66344,13.521169,45528,Asia,0
135756,-53.19329,9.690856,135756,Asia,0
131210,-47.01087,12.813446,131210,Asia,0
17747,-49.25482,12.594208,17747,Asia,0
134944,-49.38909,12.422144,134944,Asia,0
133658,-63.046288,33.728767,133658,Asia,0
44045,14.587588,-53.106194,44045,Asia,0
58224,73.73245,5.851598,58224,Asia,0
39308,-35.563602,-43.55359,39308,Asia,0
9147,-18.03824,-54.125114,9147,Asia,0
207141,72.19808,5.1340833,207141,Asia,0
39650,72.313484,5.104818,39650,Asia,0
44531,72.87378,4.3883553,44531,Asia,0
16247,-0.63442254,-29.957832,16247,Europe,1
31549,-77.76758,2.4128294,31549,Asia,0
211670,-4.0175157,-28.586271,211670,Asia,0
197207,71.75398,2.9593298,197207,Asia,0
48715,73.90183,5.953403,48715,Asia,0
206065,-17.261278,-54.82159,206065,Asia,0
50810,-16.807755,-54.287197,50810,Asia,0
44285,-18.52042,-54.90276,44285,Asia,0
42337,-17.167212,-54.392708,42337,Asia,0
49100,-16.940374,-54.784103,49100,Asia,0
25184,-19.708717,-54.930637,25184,Asia,0
6736,20.215302,-6.390283,6736,Asia,0
205588,-65.60246,2.057865,205588,Asia,0
57497,72.38934,4.9391937,57497,Asia,0
59441,71.73885,2.9586987,59441,Asia,0
48147,34.87953,45.515514,48147,Asia,0
48359,-16.231434,-54.50247,48359,Asia,0
44691,-0.8348579,-29.979502,44691,Asia,0
62173,12.723702,-52.204647,62173,Asia,0
56402,-20.260374,-54.829765,56402,Asia,0
60786,-19.012728,-53.89872,60786,Asia,0
201227,-77.098854,2.1396294,201227,Asia,0
48289,-77.730705,1.5387154,48289,Asia,0
44375,-71.66647,13.955655,44375,Asia,0
16322,-20.603823,-54.84861,16322,Asia,0
47330,-77.56899,2.4464166,47330,Asia,0
202391,-77.488014,4.3491817,202391,Asia,0
41881,-52.311092,37.459076,41881,Asia,0
60976,-67.83745,35.106987,60976,Asia,0
56550,56.7611,27.912876,56550,Europe,1
3269,48.201565,31.253893,3269,Europe,1
12637,46.602745,30.290901,12637,Europe,1
35574,55.90871,44.09372,35574,Europe,1
60432,46.15385,29.183865,60432,Europe,1
57558,-55.600506,17.232779,57558,Europe,1
49367,-22.648033,-30.46034,49367,Europe,1
208877,-55.639523,-16.209047,208877,Europe,1
35612,69.44713,28.778801,35612,Europe,1
20794,-0.35809565,4.3172603,20794,Europe,1
5396,46.58854,30.706726,5396,Europe,1
41327,42.68493,37.60451,41327,Europe,1
30722,32.402004,-15.688156,30722,Europe,1
47408,45.228573,26.549562,47408,Europe,1
44084,29.703749,-5.3067565,44084,Europe,1
60049,-6.255284,-27.116028,60049,Europe,1
16232,-62.69748,40.616016,16232,Europe,1
5602,25.076849,24.579245,5602,Europe,1
16004,45.952652,38.13566,16004,Europe,1
43942,68.13895,28.516994,43942,Europe,1
202094,-3.5145257,-36.946922,202094,Europe,1
8612,30.964605,-15.827069,8612,Europe,1
201474,-7.6329784,-25.246632,201474,Europe,1
199181,36.36429,7.232419,199181,Europe,1
12779,47.896126,41.078163,12779,Europe,1
137,44.634254,27.81847,137,Europe,1
20811,-20.819466,-32.324463,20811,Europe,1
59715,48.495,33.034725,59715,Europe,1
31115,-1.446133,-35.914684,31115,Europe,1
49640,19.596714,-21.457176,49640,Europe,1
50178,47.21644,41.0312,50178,Europe,1
57507,33.826427,-8.5282345,57507,Europe,1
198471,-55.950314,-16.479244,198471,Europe,1
20912,46.209614,31.716017,20912,Europe,1
210218,48.021908,31.175173,210218,Europe,1
199324,29.705854,-16.3774,199324,Europe,1
201333,46.058403,32.229687,201333,Europe,1
209137,-66.22642,-5.7745624,209137,Europe,1
28742,2.257955,-1.7038981,28742,Europe,1
34695,30.645536,-16.755562,34695,Europe,1
57469,14.149752,-23.225227,57469,Europe,1
44512,-39.4892,-28.291246,44512,Europe,1
21034,29.301056,-6.861899,21034,Europe,1
41364,47.496883,38.10375,41364,Europe,1
202975,-2.247855,-36.81642,202975,Europe,1
60798,45.279724,34.09192,60798,Europe,1
197075,25.759222,-2.4527726,197075,Europe,1
42669,36.222214,43.718536,42669,Europe,1
15605,52.84168,24.635252,15605,Europe,1
15589,2.987255,-19.113756,15589,Europe,1
21176,-19.164574,-30.096098,21176,Europe,1
47217,-3.4217055,-38.258713,47217,Europe,1
34971,30.48671,-14.54761,34971,Europe,1
200043,30.502941,-16.859522,200043,Europe,1
201367,-10.5225725,-44.943153,201367,Europe,1
44160,4.379767,-18.60883,44160,Europe,1
205493,25.239248,15.132732,205493,Europe,1
16141,6.456177,-17.396421,16141,Europe,1
8816,31.04579,-15.846458,8816,Europe,1
5397,6.554056,-17.953003,5397,Europe,1
28929,-19.062082,-29.478544,28929,Europe,1
57329,25.539284,-3.8162775,57329,Europe,1
50877,45.160675,26.851122,50877,Europe,1
21309,-1.4239885,-35.887825,21309,Europe,1
12835,7.138302,-19.327679,12835,Europe,1
9026,28.213026,-16.865791,9026,Europe,1
206701,29.88412,-15.710719,206701,Europe,1
31263,-68.564545,20.366968,31263,Europe,1
29449,44.64709,27.38317,29449,Europe,1
50316,-3.3413994,-37.44944,50316,Europe,1
2593,-20.710344,-30.874691,2593,Europe,1
62290,6.336627,-15.987416,62290,Europe,1
15788,49.854233,33.70537,15788,Europe,1
201806,13.284186,-38.657818,201806,Europe,1
203201,-3.3742824,-38.103092,203201,Europe,1
200761,-39.58487,-28.196825,200761,Europe,1
202870,-2.8438132,-38.472775,202870,Europe,1
28831,6.547272,-18.005241,28831,Europe,1
60409,25.522612,-2.9293835,60409,Europe,1
56472,46.046333,29.988848,56472,Europe,1
198721,-22.572842,-30.483166,198721,Europe,1
34758,-19.419939,-30.78342,34758,Europe,1
200409,4.4505005,-18.568613,200409,Europe,1
29050,-58.324226,-19.349367,29050,Europe,1
5392,-21.034122,-30.965765,5392,Europe,1
12850,-67.662506,0.73804575,12850,Europe,1
25002,25.235762,-2.5948162,25002,Europe,1
205891,-17.476997,-41.670967,205891,Europe,1
39636,-19.405323,-30.3167,39636,Europe,1
34606,-36.973186,-17.36361,34606,Europe,1
59829,-59.992596,-13.104153,59829,Europe,1
201220,-59.150166,-3.1500447,201220,Europe,1
209368,-49.010994,-13.277982,209368,Europe,1
8265,-59.098053,-14.718264,8265,Europe,1
62275,33.45978,-14.772689,62275,Europe,1
47242,-60.44922,-14.102334,47242,Europe,1
199837,-56.814106,-17.11695,199837,Europe,1
209987,-65.33399,-4.211976,209987,Europe,1
200583,-65.250114,-4.199564,200583,Europe,1
203591,-60.746628,38.956203,203591,Europe,1
208808,-63.45469,37.55496,208808,Europe,1
197650,-66.189545,-5.224077,197650,Europe,1
202242,-62.792805,39.20351,202242,Europe,1
17523,-14.274821,13.355042,17523,Asia,0
62184,-47.693855,0.8818046,62184,Asia,0
2516,15.234442,12.132761,2516,Asia,0
17676,-9.401318,17.844025,17676,Asia,0
2514,-9.780434,14.865949,2514,Asia,0
59125,-32.63992,-7.38638,59125,Asia,0
55391,14.426732,28.165745,55391,Asia,0
7679,-14.397417,-1.2887355,7679,Asia,0
4685,14.268581,28.1798,4685,Asia,0
2518,14.758675,10.661363,2518,Asia,0
4713,14.758081,11.078692,4713,Asia,0
59105,14.570614,37.816334,59105,Asia,0
7522,-15.232826,-0.75946534,7522,Asia,0
63770,-13.755358,14.721129,63770,Asia,0
10013,-11.169587,12.586419,10013,Asia,0
17506,6.1178184,23.731056,17506,Asia,0
2907,-13.797992,13.8856,2907,Asia,0
7690,-32.660107,-6.5219126,7690,Asia,0
63771,-10.9338045,14.688401,63771,Asia,0
63834,-9.200731,18.291977,63834,Asia,0
17511,-16.274208,-2.2755566,17511,Asia,0
4785,-58.279068,12.470408,4785,Europe,1
2510,-10.928519,12.950861,2510,Asia,0
9824,-12.378355,13.858282,9824,Asia,0
9367,-15.283901,12.741134,9367,Asia,0
17948,-28.107378,-0.71890754,17948,Asia,0
7514,-10.580424,12.86917,7514,Asia,0
131937,-9.62832,16.274193,131937,Asia,0
63774,-11.618481,15.826319,63774,Asia,0
9605,11.371166,6.394481,9605,Asia,0
2500,-18.188835,-2.9898531,2500,Asia,0
2497,14.64538,37.80798,2497,Asia,0
17934,11.112061,23.209812,17934,Asia,0
142616,-9.866691,16.905941,142616,,6
18121,-10.277057,15.851055,18121,Asia,0
17518,-12.491497,11.227529,17518,Asia,0
4721,-11.957193,13.850807,4721,Asia,0
38635,-13.783416,13.843575,38635,Asia,0
4697,-38.197742,-1.8844006,4697,Asia,0
59128,-14.924212,-2.1714234,59128,Asia,0
18126,-34.780926,-7.2751336,18126,Asia,0
51044,-44.137253,-11.377822,51044,Asia,0
9600,-33.663445,-5.656055,9600,Asia,0
10010,-33.103954,-5.990924,10010,Asia,0
7684,-64.019135,18.640278,7684,Asia,0
2501,-30.953337,-5.4904814,2501,Asia,0
2519,-33.014942,-7.224937,2519,Asia,0
2504,-30.988,-5.569302,2504,Asia,0
9607,-33.809143,-7.4353323,9607,Asia,0
23661,-58.615685,11.528731,23661,Asia,0
210025,-69.829605,12.76653,210025,Europe,1
134351,-62.31691,20.770315,134351,Asia,0
38074,-64.34268,19.063705,38074,Asia,0
33915,55.19217,33.19331,33915,Europe,1
15435,36.939632,-12.25636,15435,Europe,1
13127,51.246136,15.216886,13127,Europe,1
1136,58.97822,37.018158,1136,Europe,1
41153,-34.20898,-31.06423,41153,Europe,1
50673,8.416227,-30.699877,50673,Europe,1
50266,46.166462,-15.117931,50266,Europe,1
12859,59.442806,39.158466,12859,Europe,1
206238,66.48586,26.714756,206238,Europe,1
28685,62.846684,5.3321133,28685,Europe,1
208006,-24.948992,-30.610806,208006,Europe,1
1103,42.03671,41.463493,1103,Europe,1
56647,8.754024,-31.101963,56647,North America,3
25596,58.890038,36.851192,25596,Europe,1
198089,22.105677,-19.39698,198089,Europe,1
12414,50.89801,-0.14353646,12414,Europe,1
198260,19.392876,46.393448,198260,Europe,1
208332,-63.16661,-4.6408772,208332,Europe,1
28878,24.717049,-18.736246,28878,Europe,1
207176,25.980673,-15.652998,207176,Europe,1
29396,27.316427,-14.981067,29396,Europe,1
43366,25.78343,-15.314066,43366,Europe,1
3333,59.45786,39.743313,3333,Europe,1
213279,53.742786,29.533527,213279,Europe,1
21221,23.910152,-20.14115,21221,Europe,1
35332,-69.294624,8.4909115,35332,Europe,1
5524,28.581081,23.299055,5524,Europe,1
60781,39.337055,42.637825,60781,Europe,1
208751,44.61666,4.5744834,208751,Europe,1
1101,59.441536,40.129917,1101,Europe,1
20769,27.485754,-8.845726,20769,Europe,1
48635,-64.12112,35.905876,48635,Europe,1
24586,58.87621,43.17498,24586,Europe,1
41696,11.605109,-30.869457,41696,Europe,1
39637,22.922165,8.835223,39637,Europe,1
15879,28.541536,23.30557,15879,Europe,1
25542,-47.71105,-21.68497,25542,Europe,1
42093,41.452896,42.759373,42093,Europe,1
6905,-15.907763,-24.845625,6905,Europe,1
1133,42.890656,41.556705,1133,Europe,1
39686,58.375977,36.345898,39686,Europe,1
45009,48.8771,-8.207715,45009,Europe,1
203065,-62.64665,-16.752216,203065,Europe,1
60893,51.03632,14.711902,60893,Europe,1
61349,25.362093,-19.023468,61349,Europe,1
61044,26.1496,-16.10433,61044,Europe,1
14907,59.703686,40.69264,14907,North America,3
49544,-11.470012,-24.89974,49544,Europe,1
1200,48.512104,0.17644982,1200,Europe,1
39591,24.765831,-16.496662,39591,Europe,1
49981,6.946822,-28.372103,49981,Europe,1
31673,41.646885,41.73783,31673,Europe,1
201290,6.4617786,-30.0739,201290,Europe,1
43437,16.469767,-39.4874,43437,Europe,1
47869,-47.591377,-21.603365,47869,Europe,1
205617,36.959293,-9.400939,205617,Europe,1
8315,38.72879,-20.238028,8315,Europe,1
42707,38.695652,-10.667845,42707,Europe,1
47836,-18.175224,-34.817806,47836,Europe,1
39704,23.31756,-18.901808,39704,Europe,1
15480,21.589144,-6.919404,15480,Europe,1
51088,48.00419,27.573189,51088,Europe,1
8283,-36.093822,-41.487934,8283,Europe,1
203993,46.088776,45.392853,203993,Europe,1
29462,8.211314,-29.794308,29462,Europe,1
203623,54.979782,26.34834,203623,Europe,1
24642,6.722061,-5.7221212,24642,Europe,1
8587,37.1112,-10.632458,8587,Europe,1
15542,7.8808527,-30.661922,15542,Europe,1
199937,-62.81542,-14.922147,199937,Europe,1
35467,-55.171513,17.013922,35467,Europe,1
56611,41.297302,41.168804,56611,Europe,1
34373,11.010051,-30.373598,34373,Europe,1
52000,-23.508457,-46.909634,52000,Europe,1
38965,-61.492973,-16.648363,38965,Europe,1
34612,43.78957,40.215557,34612,Europe,1
35277,55.039524,46.078575,35277,Europe,1
60404,-70.80223,9.831205,60404,Europe,1
