Peer IP,X,Y,ASN,Continent,Type,rrc
102.67.56.1,-1.3856418,-6.938033,328474,Africa,Cable/DSL/ISP,rrc00
103.102.5.1,-4.506293,-3.6348276,131477,Asia,Enterprise,rrc00
103.200.115.1,-1.052917,-5.4869657,64271,North America,Enterprise,
103.212.68.10,-16.001343,2.5208223,55720,Asia,Content,rrc00
104.218.61.163,-5.742639,-3.7435343,140984,Asia,Not Disclosed,
104.244.75.140,-15.996513,9.584911,140731,Asia,Educational/Research,rrc25
109.248.43.5,10.629191,3.022272,202297,Europe,NSP,rrc00
12.0.1.63,-27.375402,12.320808,7018,North America,NSP,rrc00
130.117.255.1,-29.64725,11.797601,174,North America,NSP,rrc25
138.122.60.1,-19.11341,5.4733257,61573,South America,NSP,rrc24
147.75.35.135,1.2188709,2.3389227,34553,North America,Educational/Research,rrc00
154.11.12.212,-24.055475,11.11879,852,North America,NSP,rrc00
154.11.15.28,-24.042454,11.113025,852,North America,NSP,rrc24
161.129.152.2,-8.268812,-0.56098074,13830,North America,Content,rrc00
165.16.221.66,-16.15476,-13.420517,37721,Africa,Cable/DSL/ISP,rrc00
165.254.255.2,-6.7217503,0.3187501,15562,Europe,Educational/Research,rrc00
168.195.130.2,11.027221,3.7004452,263702,South America,Enterprise,rrc24
168.195.131.1,-7.0574393,0.7330587,263702,South America,Enterprise,rrc24
176.12.110.8,-21.036451,2.8027449,50300,Europe,NSP,rrc00
177.221.140.1,-0.77896905,-5.304863,270014,South America,Cable/DSL/ISP,rrc24
178.208.11.4,-17.964052,3.8579137,50628,Europe,NSP,rrc00
185.115.244.25,-12.552111,4.7196727,28824,Europe,NSP,rrc25
185.138.53.0,-8.052589,-3.6504402,48821,Europe,Content,
185.142.156.156,16.354633,3.3994782,48147,Asia,Content,rrc00
185.152.34.255,1.130652,4.131044,61292,Europe,NSP,rrc00
185.181.60.126,1.6049316,4.6052666,207564,Europe,Educational/Research,rrc00
185.193.84.191,-2.4140863,-5.8749685,29504,Europe,Non-Profit,rrc00
185.197.132.7,-20.42,-1.053189,206313,Europe,Non-Profit,
185.210.224.254,-4.9353123,-2.5828,49432,Europe,NSP,rrc00
185.218.193.138,3.5709424,52.043484,211722,Europe,Non-Profit,rrc25
185.223.213.254,-2.9154978,-4.385446,47251,Europe,Enterprise,rrc00
187.16.208.144,-32.98457,6.6995716,24482,Asia,NSP,rrc15
187.16.210.177,-1.3902444,-5.5599694,52814,South America,Cable/DSL/ISP,rrc15
187.16.210.50,-1.8068409,-5.8833046,61595,South America,NSP,rrc15
187.16.216.102,-6.5495567,1.1520692,53070,South America,NSP,rrc15
187.16.216.121,-6.5040126,1.213758,42473,Europe,Content,rrc15
187.16.216.127,6.299623,51.05265,25933,South America,NSP,rrc15
187.16.216.131,-6.8035192,2.0039659,28634,South America,Cable/DSL/ISP,rrc15
187.16.216.20,4.8041315,53.976513,28571,South America,Educational/Research,rrc15
187.16.216.209,-6.809765,2.0154493,28634,South America,Cable/DSL/ISP,rrc15
187.16.216.219,1.9323651,7.4033246,14840,South America,NSP,rrc15
187.16.217.110,-24.475178,9.583878,23106,South America,NSP,rrc15
187.16.217.161,-32.26427,8.74366,13786,North America,NSP,rrc15
187.16.217.17,-18.612392,5.1407347,22548,South America,Non-Profit,rrc15
187.16.217.186,-32.82199,7.059407,1828,North America,Enterprise,rrc15
187.16.217.238,12.510701,2.6385186,7195,South America,Content,rrc15
187.16.217.27,16.654045,3.479362,28329,South America,NSP,rrc15
187.16.217.48,-24.266304,10.344096,16735,South America,NSP,rrc15
187.16.217.59,-24.473686,9.592179,23106,South America,NSP,rrc15
187.16.218.21,4.4431286,51.472748,52888,South America,Educational/Research,rrc15
187.16.219.162,-11.417759,3.988969,52863,South America,Content,rrc15
187.16.219.51,-28.224092,7.496242,28186,South America,NSP,rrc15
187.16.220.210,2.0235891,7.459456,263508,South America,Cable/DSL/ISP,rrc15
187.16.220.214,5.0682173,52.616158,53067,South America,Cable/DSL/ISP,
187.16.220.216,-6.275202,0.80252826,52873,South America,NSP,rrc15
187.16.220.80,-32.26048,8.80686,267613,South America,NSP,rrc15
187.16.221.193,16.270082,3.8220432,37468,Africa,NSP,rrc15
187.16.222.107,-2.7578924,-5.6054683,263152,South America,Cable/DSL/ISP,rrc15
187.16.222.229,-18.594004,5.1287446,199524,Europe,Content,rrc15
187.16.222.45,-18.342121,4.8472757,263237,South America,,rrc15
187.16.223.117,7.130613,51.49572,262757,South America,Cable/DSL/ISP,rrc15
187.16.223.133,-28.221458,7.4976707,28186,South America,NSP,rrc15
187.16.223.214,3.4574354,54.174118,52871,South America,Cable/DSL/ISP,
189.126.8.1,11.122469,3.7014623,269956,South America,NSP,rrc24
190.210.113.192,3.6476169,53.19937,16814,South America,Cable/DSL/ISP,rrc24
192.65.185.119,2.342837,52.054058,21320,Europe,Educational/Research,rrc04
192.65.185.130,-26.373638,-2.1578085,559,Europe,Educational/Research,rrc04
192.65.185.137,6.367248,51.701324,3303,Europe,Cable/DSL/ISP,rrc04
192.65.185.140,-21.929983,9.234317,29222,Europe,Content,rrc04
192.65.185.142,-23.447407,-0.17769758,20932,Europe,Cable/DSL/ISP,rrc04
192.65.185.157,-14.215069,5.6939573,12350,Europe,Cable/DSL/ISP,rrc04
192.65.185.165,18.524055,0.28181317,8220,Europe,NSP,rrc04
192.65.185.195,-26.717678,3.322497,15547,Europe,Cable/DSL/ISP,rrc04
192.65.185.243,4.5522137,50.411797,15830,Europe,NSP,rrc04
192.65.185.244,-24.750517,1.0850633,25091,Europe,NSP,rrc04
192.65.185.3,-11.96832,1.279461,513,Europe,Non-Profit,rrc04
193.0.0.56,-16.00941,-13.461732,3333,Europe,Non-Profit,rrc00
193.138.216.164,-28.847504,1.6731648,39351,Europe,NSP,
193.148.249.191,-8.875479,-3.116997,49752,Europe,Educational/Research,rrc00
193.148.251.1,1.8649784,4.65751,34927,Europe,NSP,rrc00
193.150.22.240,-6.178529,-4.310745,57381,Europe,Non-Profit,rrc00
193.160.39.1,-2.5173075,-5.6990933,57821,Europe,Non-Profit,rrc00
193.203.0.1,3.7975748,53.63739,1853,Europe,Educational/Research,rrc05
193.203.0.101,2.314487,50.593796,5588,Europe,NSP,
193.203.0.104,3.9906785,49.998577,24953,Europe,Cable/DSL/ISP,rrc05
193.203.0.11,2.1195269,51.679466,8447,Europe,Cable/DSL/ISP,rrc05
193.203.0.124,4.2480845,52.273365,34347,Europe,Cable/DSL/ISP,rrc05
193.203.0.131,3.183478,54.023994,21013,Europe,NSP,rrc05
193.203.0.134,5.4886303,51.597157,39912,Europe,NSP,rrc05
193.203.0.136,2.680701,50.700024,21385,Europe,NSP,rrc05
193.203.0.15,3.123311,53.602665,5403,Europe,Cable/DSL/ISP,rrc05
193.203.0.157,-13.169989,1.7177536,35369,Europe,Cable/DSL/ISP,rrc05
193.203.0.16,3.0583162,49.537815,6798,Europe,Cable/DSL/ISP,rrc05
193.203.0.17,3.729256,50.27466,8245,Europe,NSP,rrc05
193.203.0.172,3.355567,49.55755,21320,Europe,Educational/Research,rrc05
193.203.0.182,-20.986256,-1.1737548,48362,Europe,Cable/DSL/ISP,rrc05
193.203.0.185,5.601533,4.6223454,6939,North America,NSP,rrc05
193.203.0.19,-27.363874,1.4973296,47147,Europe,NSP,rrc05
193.203.0.192,-27.426931,1.7186073,47692,Europe,NSP,rrc05
193.203.0.194,2.8855078,53.053177,32934,North America,Content,rrc05
193.203.0.205,3.5129108,51.26346,32934,North America,Content,rrc05
193.203.0.21,3.6076868,49.80437,8447,Europe,Cable/DSL/ISP,rrc05
193.203.0.213,-12.648328,-3.4937434,51184,Europe,Cable/DSL/ISP,rrc05
193.203.0.245,-16.083546,3.8132572,59890,Europe,Cable/DSL/ISP,rrc05
193.203.0.26,4.4161763,54.3643,8387,Europe,NSP,rrc05
193.203.0.3,4.582975,51.005447,2686,North America,NSP,rrc05
193.203.0.33,2.9115965,52.921898,42,North America,Educational/Research,rrc05
193.203.0.45,-23.572412,5.8639774,8218,Europe,NSP,rrc05
193.203.0.5,5.7327952,50.94727,5403,Europe,Cable/DSL/ISP,rrc05
193.203.0.55,18.359024,0.57532084,8220,Europe,NSP,rrc05
193.203.0.63,-6.646896,-2.6443994,6720,Europe,,rrc05
193.203.0.64,5.019668,51.383354,6730,Europe,Cable/DSL/ISP,
193.203.0.81,2.5178046,50.12564,20751,Europe,NSP,rrc05
193.203.0.86,5.6495013,52.043972,12577,Europe,Cable/DSL/ISP,rrc05
193.203.0.87,4.832153,51.94374,21360,Europe,Cable/DSL/ISP,rrc05
193.203.0.91,-28.072824,1.5166906,13237,Europe,NSP,rrc05
193.239.116.10,2.7313595,49.900253,35332,Europe,Cable/DSL/ISP,rrc03
193.239.116.17,-0.36097404,8.380465,20562,Europe,NSP,rrc03
193.239.116.18,5.196976,50.720493,31383,Europe,Cable/DSL/ISP,rrc03
193.239.116.27,3.2808828,50.34819,13101,Europe,Cable/DSL/ISP,rrc03
193.239.116.5,4.3452272,52.59644,24753,Europe,Cable/DSL/ISP,rrc03
193.239.116.98,4.118003,51.228447,39591,Europe,NSP,rrc03
193.239.117.127,-7.64583,-3.793601,207910,Europe,Educational/Research,
193.239.117.18,-14.677914,2.7799356,205206,Europe,Content,rrc03
193.239.117.196,3.7816193,52.500973,213392,Europe,,
193.239.117.69,-6.646868,-4.7143574,137490,Europe,Content,rrc03
193.239.118.106,-15.149442,6.3480377,42541,Europe,Cable/DSL/ISP,rrc03
193.239.118.134,5.0178404,50.67031,197301,Europe,Non-Profit,rrc03
193.239.118.166,-15.991636,9.579698,51999,Europe,Cable/DSL/ISP,rrc03
193.239.118.216,-12.863723,-0.052274607,34927,Europe,NSP,rrc03
193.239.118.220,-4.4899564,-4.7977314,209650,Europe,Educational/Research,rrc03
193.242.98.13,18.524055,0.28181317,8220,Europe,NSP,rrc18
193.242.98.137,5.469732,50.87062,15699,Europe,NSP,rrc18
193.242.98.141,-21.679356,9.110562,29680,Europe,Cable/DSL/ISP,rrc18
193.242.98.143,4.2288203,50.19648,35699,Europe,Cable/DSL/ISP,rrc18
193.242.98.144,4.663007,50.497845,49835,Europe,Non-Profit,rrc18
193.242.98.160,6.945017,51.166183,43578,Europe,Not Disclosed,rrc18
193.242.98.19,4.8595357,53.94888,766,Europe,Educational/Research,rrc18
193.242.98.38,5.033074,52.31728,13041,Europe,Educational/Research,rrc18
193.242.98.4,3.7768939,52.97641,16030,Europe,Cable/DSL/ISP,rrc18
193.242.98.98,4.163782,54.40115,60082,Europe,Route Server,rrc18
193.43.214.253,-8.61933,-2.2057843,44097,Europe,Cable/DSL/ISP,rrc25
194.25.5.148,-27.07031,12.070748,3320,Europe,NSP,
194.28.99.120,-10.9329815,-4.31749,34872,Europe,Enterprise,rrc25
194.50.19.118,-0.7876449,-6.928799,140984,Asia,Not Disclosed,rrc25
194.50.19.4,0.81873,5.440197,202365,Asia,Cable/DSL/ISP,rrc00
194.50.92.251,-8.106392,-3.9132102,58057,Europe,NSP,rrc00
194.50.94.1,-6.973337,-3.6812358,61218,Europe,NSP,rrc00
194.50.99.254,-15.5759535,-13.745643,34800,Europe,Not Disclosed,rrc00
194.50.99.88,3.5232506,2.527564,58057,Europe,NSP,rrc00
194.68.123.104,18.359024,0.57532084,8220,Europe,NSP,rrc07
194.68.123.111,3.7309756,51.53312,3301,Europe,NSP,rrc07
194.68.123.116,2.4516625,52.320156,3303,Europe,Cable/DSL/ISP,rrc07
194.68.123.136,-26.18444,6.1932817,6667,Europe,NSP,rrc07
194.68.123.138,2.9840217,53.42665,13189,Europe,NSP,rrc07
194.68.123.149,4.6519313,53.335224,2116,Europe,Cable/DSL/ISP,rrc07
194.68.123.152,4.5120935,51.84351,16086,Europe,NSP,rrc07
194.68.123.156,3.736682,54.438644,39651,Europe,Cable/DSL/ISP,rrc07
194.68.123.157,-30.13664,6.950254,9002,Europe,NSP,rrc07
194.68.123.164,4.9888644,53.03082,3327,Europe,NSP,rrc07
194.68.123.18,-13.866977,2.3794277,42473,Europe,Content,rrc07
194.68.123.187,5.6004186,4.6199117,6939,North America,NSP,rrc07
194.68.123.191,-20.02905,10.712433,199524,Europe,Content,rrc07
194.68.123.22,3.838696,52.033016,31027,Europe,NSP,rrc07
194.68.123.226,-32.559746,5.270443,24482,Asia,NSP,rrc07
194.68.123.24,3.2403593,51.60665,2603,Europe,Educational/Research,rrc07
194.68.123.35,13.545903,2.7998996,31133,Europe,NSP,rrc07
194.68.123.41,4.1597047,50.917274,3292,Europe,Cable/DSL/ISP,rrc07
194.68.123.69,-7.4781046,-3.9419315,208478,Europe,NSP,rrc07
194.68.123.73,1.9876779,51.445625,8674,Europe,Non-Profit,rrc07
194.68.123.9,6.5392003,51.08827,714,North America,Content,rrc07
195.208.208.147,-15.998502,-13.440516,28917,Europe,NSP,rrc13
195.208.208.188,3.027613,52.059685,6866,Asia,Cable/DSL/ISP,rrc13
195.208.208.223,-22.78496,-1.1108757,20764,Europe,NSP,rrc13
195.208.208.30,13.397851,2.7869794,8359,Europe,Cable/DSL/ISP,rrc13
195.208.208.36,-7.4117975,-2.972804,2895,Europe,Network Services,rrc13
195.208.208.44,6.139834,52.002342,3267,Europe,Educational/Research,rrc13
195.208.208.59,2.85111,51.712616,8470,Europe,NSP,rrc13
195.208.209.109,-33.717884,5.2534947,24482,Asia,NSP,rrc13
195.208.209.200,-17.933624,1.4930623,199524,Europe,Content,rrc13
195.208.209.4,-27.267807,8.137574,41095,Europe,NSP,rrc13
195.208.209.55,4.3398805,52.980366,29479,Europe,Enterprise,rrc13
195.208.209.66,-7.266987,3.052312,35598,Europe,NSP,rrc13
195.208.209.93,-24.7816,1.024567,25091,Europe,NSP,rrc13
195.208.210.19,2.9637206,51.149498,2854,Europe,NSP,rrc13
195.208.210.33,-15.136276,2.7658246,47441,North America,Cable/DSL/ISP,rrc13
195.208.210.40,5.600389,4.61994,6939,North America,NSP,rrc13
195.208.210.52,-13.519096,0.2621682,41722,Europe,Cable/DSL/ISP,rrc13
195.47.235.100,-8.65544,-2.7388432,6881,Europe,Non-Profit,
195.66.224.101,5.3078027,53.33408,5503,Europe,Cable/DSL/ISP,rrc01
195.66.224.108,2.10114,51.04706,5400,Europe,NSP,rrc01
195.66.224.110,14.242658,1.2658095,3303,Europe,Cable/DSL/ISP,rrc01
195.66.224.111,-14.219739,6.568099,8607,Europe,Cable/DSL/ISP,rrc01
195.66.224.131,-12.639296,8.39066,28792,Europe,Cable/DSL/ISP,rrc01
195.66.224.133,6.7227154,52.178974,22822,North America,Content,rrc01
195.66.224.135,5.2762227,51.984016,31727,Europe,Cable/DSL/ISP,rrc01
195.66.224.136,3.879272,50.683414,13285,Europe,Cable/DSL/ISP,rrc01
195.66.224.137,-27.074743,12.062316,3320,Europe,NSP,rrc01
195.66.224.138,-28.813686,11.413904,2914,North America,NSP,rrc01
195.66.224.159,4.9655585,51.38208,8966,Asia,NSP,rrc01
195.66.224.167,-27.688368,11.46563,3491,North America,NSP,rrc01
195.66.224.172,5.921032,50.952473,8422,Europe,Cable/DSL/ISP,rrc01
195.66.224.175,-31.418335,5.1326194,13030,Europe,NSP,rrc01
195.66.224.176,15.632706,3.1334918,9318,Asia,Cable/DSL/ISP,rrc01
195.66.224.177,7.3382416,4.9313507,4637,Asia,NSP,rrc01
195.66.224.193,6.8765464,4.6892657,9002,Europe,NSP,rrc01
195.66.224.208,6.9729214,51.932186,34245,Europe,Cable/DSL/ISP,rrc01
195.66.224.21,5.4798627,4.887643,6939,North America,NSP,rrc01
195.66.224.223,5.6136346,52.520462,29550,Europe,NSP,rrc01
195.66.224.232,4.6636505,52.450863,35228,Europe,Cable/DSL/ISP,rrc01
195.66.224.31,17.075918,2.8921802,32787,North America,NSP,rrc01
195.66.224.46,6.3368697,52.458664,8708,Europe,Cable/DSL/ISP,rrc01
195.66.224.49,18.854933,0.71379983,8220,Europe,NSP,rrc01
195.66.224.59,5.6313195,53.01356,24931,Europe,Content,
195.66.224.64,5.7672696,52.88831,3292,Europe,Cable/DSL/ISP,rrc01
195.66.224.68,3.4739897,50.9819,30844,Europe,NSP,rrc01
195.66.224.76,6.5786424,5.7953486,6461,North America,NSP,rrc01
195.66.224.81,-32.792328,6.9920077,1828,North America,Enterprise,rrc01
195.66.224.82,5.1771083,53.484474,15830,Europe,NSP,rrc01
195.66.224.83,-7.331862,3.7409697,5511,Europe,NSP,rrc01
195.66.224.85,2.6117876,52.592304,6730,Europe,Cable/DSL/ISP,rrc01
195.66.224.89,-27.136534,11.640782,6830,Europe,Cable/DSL/ISP,rrc01
195.66.224.93,4.2159758,53.246315,8851,Europe,Cable/DSL/ISP,rrc01
195.66.225.216,-28.933123,2.5625734,25160,Europe,NSP,rrc01
195.66.225.238,6.1177654,52.59384,42,North America,Educational/Research,rrc01
195.66.225.32,-20.11681,11.975411,6908,Europe,NSP,rrc01
195.66.225.35,-29.857332,6.9281135,1239,North America,NSP,rrc01
195.66.225.48,-21.836937,1.4317788,62167,Europe,NSP,rrc01
195.66.225.54,16.57455,2.882378,4134,Asia,NSP,rrc01
195.66.225.7,4.1113076,51.741875,34790,Europe,Cable/DSL/ISP,rrc01
195.66.226.113,-15.006394,4.8542924,42473,Europe,Content,rrc01
195.66.226.123,2.582603,51.330166,60171,Europe,NSP,rrc01
195.66.226.13,-15.566369,6.5151935,8896,Europe,NSP,rrc01
195.66.226.161,-0.072017655,48.294914,21320,Europe,Educational/Research,rrc01
195.66.226.18,-0.43242466,8.836435,37721,Africa,Cable/DSL/ISP,rrc01
195.66.226.205,-0.072017655,48.294914,6866,Asia,Cable/DSL/ISP,rrc01
195.66.226.212,-5.543959,-4.5889564,7489,North America,Content,rrc01
195.66.226.31,-29.142038,1.8304389,12779,Europe,NSP,rrc01
195.66.226.38,-32.60256,5.243807,24482,Asia,NSP,rrc01
195.66.226.84,-9.08822,-7.174062,60501,Europe,Cable/DSL/ISP,rrc01
195.66.226.97,-24.918163,0.8264044,39122,Europe,Content,rrc01
195.66.227.104,-20.549255,9.870338,207044,Europe,Cable/DSL/ISP,rrc01
195.66.227.105,-1.6018898,8.071033,34927,Europe,NSP,rrc01
195.66.227.120,-0.8093906,-7.1981707,57695,North America,NSP,rrc01
195.66.227.148,-28.52554,3.500715,14630,North America,Enterprise,rrc01
195.66.227.153,-0.072017655,48.294914,35228,Europe,Cable/DSL/ISP,rrc01
195.66.227.163,-29.771019,11.620534,1299,Europe,NSP,rrc01
195.66.227.169,-0.072017655,48.294914,35228,Europe,Cable/DSL/ISP,rrc01
195.66.227.193,-14.317969,5.6349363,6233,North America,Non-Profit,rrc01
195.66.227.195,-21.032772,10.290017,3170,Europe,Content,rrc01
195.66.227.27,-0.9688053,8.081523,37680,Africa,Cable/DSL/ISP,rrc01
195.66.227.42,0.08350778,53.86521,2856,Europe,NSP,rrc01
195.66.227.58,10.304912,2.9022715,199283,Europe,Cable/DSL/ISP,rrc01
195.66.227.75,-0.072017655,48.294914,62955,North America,NSP,rrc01
195.66.227.90,-31.558985,6.058102,51185,Europe,,rrc01
195.66.227.96,-0.072017655,48.294914,56444,Europe,Not Disclosed,rrc01
196.60.8.133,-0.072017655,48.294914,8075,North America,Content,rrc19
196.60.8.139,-0.072017655,48.294914,32653,Africa,Cable/DSL/ISP,rrc19
196.60.8.152,-28.244974,12.431341,3491,North America,NSP,rrc19
196.60.8.156,-0.072017655,48.294914,37314,Africa,NSP,rrc19
196.60.8.171,-0.27182466,4.5165477,37680,Africa,Cable/DSL/ISP,rrc19
196.60.8.172,-0.072017655,48.294914,327754,Africa,Cable/DSL/ISP,rrc19
196.60.8.185,-7.54916,-5.039727,37497,Africa,NSP,rrc19
196.60.8.188,15.830078,3.0589874,37100,Africa,NSP,rrc19
196.60.8.190,-18.420212,-0.24893516,37239,Africa,NSP,rrc19
196.60.8.199,-1.9363507,7.7364926,37640,Africa,Cable/DSL/ISP,rrc19
196.60.8.203,-0.072017655,48.294914,16637,Africa,NSP,rrc19
196.60.8.215,15.858151,3.1353235,30844,Europe,NSP,rrc19
196.60.8.216,-0.072017655,48.294914,2018,Africa,Educational/Research,rrc19
196.60.8.22,-1.438016,-6.9920077,327960,Africa,NSP,rrc19
196.60.8.232,15.550068,2.6773827,37662,Africa,NSP,rrc19
196.60.8.237,-0.072017655,48.294914,37546,Africa,Cable/DSL/ISP,rrc19
196.60.8.44,0.050580934,4.483887,327983,Africa,Cable/DSL/ISP,rrc19
196.60.8.60,-28.76039,5.674148,37468,Africa,NSP,rrc19
196.60.9.137,0.7122758,4.385372,328137,Africa,Cable/DSL/ISP,
196.60.9.155,0.13723047,4.429438,328320,Africa,Cable/DSL/ISP,rrc19
196.60.9.161,-0.072017655,48.294914,714,North America,Content,rrc19
196.60.9.165,-7.82494,-5.421634,57695,North America,NSP,rrc19
196.60.9.188,-8.159656,-2.1045783,199524,Europe,Content,rrc19
196.60.9.230,9.106762,3.3406696,37721,Africa,Cable/DSL/ISP,rrc19
196.60.9.37,0.16471548,4.4297466,328137,Africa,Cable/DSL/ISP,
196.60.9.88,-0.072017655,48.294914,328220,Africa,Enterprise,rrc19
197.157.79.173,-30.407743,4.5992584,37271,Africa,NSP,rrc19
198.32.160.103,-22.270418,12.146626,13030,Europe,NSP,rrc11
198.32.160.107,-0.072017655,48.294914,29838,North America,NSP,rrc11
198.32.160.12,-22.829138,10.178681,199524,Europe,Content,rrc11
198.32.160.121,-0.072017655,48.294914,10310,North America,Content,rrc11
198.32.160.124,-0.072017655,48.294914,46450,North America,NSP,rrc11
198.32.160.137,-25.568794,10.64333,19151,North America,NSP,rrc11
198.32.160.15,-0.072017655,48.294914,22691,North America,NSP,rrc11
198.32.160.168,-22.400316,8.317075,51185,Europe,,rrc11
198.32.160.170,-23.815763,10.238173,14061,North America,Content,rrc11
198.32.160.175,-0.072017655,48.294914,15695,Europe,NSP,rrc11
198.32.160.182,-30.143106,6.970405,9002,Europe,NSP,rrc11
198.32.160.187,1.1676031,5.624881,6233,North America,Non-Profit,rrc11
198.32.160.221,16.047186,2.5574274,11164,North America,Educational/Research,rrc11
198.32.160.224,7.5792913,55.087147,714,North America,Content,rrc11
198.32.160.242,-32.81928,5.623107,24482,Asia,NSP,rrc11
198.32.160.25,16.415981,2.8619075,2516,Asia,NSP,rrc11
198.32.160.39,-31.242096,5.17751,9304,Asia,NSP,rrc11
198.32.160.42,-27.6762,12.394546,2497,Asia,NSP,rrc11
198.32.160.45,-0.072017655,48.294914,8966,Asia,NSP,rrc11
198.32.160.47,7.5792913,55.087147,20940,Europe,Content,rrc11
198.32.160.58,-13.093567,3.9804773,21700,North America,NSP,rrc11
198.32.160.60,7.5792913,55.087147,22691,North America,NSP,rrc11
198.32.160.61,5.6002917,4.6199207,6939,North America,NSP,rrc11
198.32.160.87,7.5792913,55.087147,11403,North America,NSP,rrc11
198.32.161.10,18.830513,0.3575735,8220,Europe,NSP,rrc11
198.32.161.23,0.1552303,8.386955,137409,Oceania,Content,rrc11
198.32.176.101,7.5792913,55.087147,3292,Europe,Cable/DSL/ISP,rrc14
198.32.176.128,16.047161,2.5574381,11164,North America,Educational/Research,rrc14
198.32.176.14,-28.633947,12.25743,2914,North America,NSP,rrc14
198.32.176.147,-23.295855,11.173324,14061,North America,Content,rrc14
198.32.176.160,16.604939,2.890564,9505,Asia,NSP,rrc14
198.32.176.164,-25.558834,10.648658,19151,North America,NSP,rrc14
198.32.176.177,-21.53365,13.54253,7575,Oceania,Educational/Research,rrc14
198.32.176.20,5.602805,4.6277056,6939,North America,NSP,rrc14
198.32.176.214,-15.916036,4.6803284,14907,North America,Non-Profit,rrc14
198.32.176.226,-22.977028,10.636521,199524,Europe,Content,rrc14
198.32.176.237,7.5792913,55.087147,714,North America,Content,rrc14
198.32.176.24,-27.670765,12.402286,2497,Asia,NSP,rrc14
198.32.176.3,-17.927675,4.1517615,1280,North America,Non-Profit,rrc14
198.32.176.53,7.5792913,55.087147,42,North America,Educational/Research,rrc14
198.32.176.70,-28.519907,12.246142,6762,Europe,NSP,rrc14
198.32.242.115,3.0403883,58.063667,10310,North America,Content,rrc16
198.32.242.176,5.6002917,4.6199207,6939,North America,NSP,rrc16
198.32.242.183,14.855846,1.4382164,6774,Europe,NSP,rrc16
198.32.242.188,3.0403883,58.063667,8075,North America,Content,rrc16
198.32.242.200,3.0403883,58.063667,32934,North America,Content,rrc16
198.32.242.213,3.0403883,58.063667,33132,North America,NSP,rrc16
198.32.242.254,-28.997404,7.1214333,52320,South America,NSP,rrc16
198.32.242.55,-12.340237,3.695416,20080,North America,Educational/Research,rrc16
198.32.243.125,3.0403883,58.063667,32934,North America,Content,rrc16
198.32.243.133,-16.663603,4.8047814,199524,Europe,Content,rrc16
198.32.243.161,17.089785,3.7552574,262206,North America,NSP,rrc16
198.32.243.174,7.5792913,55.087147,10310,North America,Content,rrc16
198.32.243.181,-22.400755,8.316723,51185,Europe,,rrc16
198.32.243.189,16.653004,3.2366266,32098,North America,NSP,rrc16
198.32.243.217,14.552741,3.2967255,37468,Africa,NSP,rrc16
198.32.243.219,-16.755222,2.4223323,393950,North America,NSP,rrc16
198.32.243.47,12.3082695,2.7554324,7195,South America,Content,rrc16
198.32.243.99,7.5792913,55.087147,714,North America,Content,rrc16
198.58.198.252,-16.002913,-13.4126625,1403,North America,Cable/DSL/ISP,rrc00
2.56.11.1,-20.067142,0.44058245,34854,Europe,NSP,rrc00
200.40.162.202,2.1678782,7.5292406,6057,South America,Cable/DSL/ISP,rrc24
200.7.84.35,3.0403883,58.063667,28000,South America,Enterprise,rrc24
2001:12f8::102,-9.746447,-37.220665,53070,South America,NSP,rrc15
2001:12f8::121,-9.73442,-37.247173,42473,Europe,Content,rrc15
2001:12f8::127,3.0403883,58.063667,25933,South America,NSP,rrc15
