ASN,Location bias,Network size bias,Topology bias,IXP related bias,Network type bias,RIR region,Customer cone (#ASNs),Customer cone (#prefixes),Location (country),#neighbors (total),Scope (PeeringDB),Network type (PeeringDB),Peering policy (PeeringDB),#IXPs (PeeringDB),#facilities (PeeringDB),is_in_peeringDB,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer
12185,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,8.0,US,3.0,,,,,,0.0,,,
12187,-0.13,-0.01,-0.12,0.1,0.01,ARIN,1.0,12.0,US,2.0,Regional,Non-Profit,Restrictive,0.0,0.0,1.0,,,
12188,-0.13,0.05,0.05,0.1,0.01,ARIN,6.0,128.0,US,14.0,North America,NSP,Selective,1.0,0.0,1.0,,,
12189,-0.13,0.07,0.1,0.35,0.1,ARIN,63.0,1417.0,US,135.0,Global,Content,Selective,10.0,16.0,1.0,,,
12190,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,12.0,US,2.0,,,,,,0.0,,,
12195,0.0,-0.68,-0.12,0.0,-0.01,,1.0,0.0,,2.0,,,,,,0.0,,,
12200,-0.13,0.07,0.1,0.05,0.07,ARIN,31.0,878.0,US,154.0,Global,Content,Open,11.0,4.0,1.0,,,
12204,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12209,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12211,-0.13,-0.05,0.01,0.0,-0.01,ARIN,1.0,13.0,US,8.0,,,,,,0.0,,,
12212,-0.1,0.04,0.06,-0.1,0.06,ARIN,5.0,75.0,CA,17.0,Global,NSP,Open,1.0,3.0,1.0,,,
12213,-0.13,0.06,-0.03,-0.19,-0.28,ARIN,17.0,658.0,US,18.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12217,-0.13,0.01,-0.03,0.0,-0.01,ARIN,1.0,47.0,US,3.0,,,,,,0.0,,,
12219,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12220,-0.13,-0.05,-0.03,0.19,-0.04,ARIN,1.0,9.0,US,4.0,North America,Enterprise,Selective,0.0,2.0,1.0,,,
12222,-0.13,0.0,0.02,0.0,-0.01,ARIN,1.0,46.0,US,41.0,,,,,,0.0,,,
12223,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12225,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,6.0,US,4.0,,,,,,0.0,,,
12226,-0.13,0.01,-0.03,0.0,-0.01,ARIN,1.0,17.0,US,3.0,,,,,,0.0,,,
12227,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12229,-0.13,-0.01,-0.01,-0.19,-0.15,ARIN,1.0,7.0,US,5.0,Global,Enterprise,Open,0.0,0.0,1.0,,,
12230,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12234,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,12.0,US,3.0,,,,,,0.0,,,
12235,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,3.0,,,,,,0.0,,,
12236,-0.13,-0.05,-0.03,0.1,-0.08,ARIN,1.0,4.0,US,4.0,North America,Enterprise,Selective,1.0,0.0,1.0,,,
12238,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12239,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12241,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,
12242,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12243,-0.13,-0.02,0.04,-0.03,-0.07,ARIN,2.0,30.0,US,10.0,Not Disclosed,NSP,Open,2.0,3.0,1.0,,,
12244,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,3.0,,,,,,0.0,,,
12245,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12247,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,9.0,US,3.0,,,,,,0.0,,,
12250,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,3.0,,,,,,0.0,,,
12253,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,11.0,US,3.0,,,,,,0.0,,,
12254,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12257,-0.13,0.01,0.0,0.0,-0.01,ARIN,1.0,151.0,US,20.0,,,,,,0.0,,,
12259,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12261,-0.13,-0.01,-0.03,-0.12,-0.28,ARIN,1.0,12.0,US,3.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
12266,-0.13,-0.05,-0.12,-0.19,-0.28,ARIN,1.0,7.0,US,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12268,-0.13,-0.04,-0.12,0.0,-0.01,ARIN,1.0,17.0,US,2.0,,,,,,0.0,,,
12272,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,4.0,US,3.0,,,,,,0.0,,,
12273,-0.13,-0.04,-0.03,0.0,-0.01,ARIN,1.0,4.0,US,5.0,,,,,,0.0,,,
12275,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,
12282,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,
12284,-0.13,-0.05,-0.01,-0.19,-0.04,ARIN,1.0,3.0,US,5.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
12286,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12287,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12290,0.05,-0.09,-0.03,-0.12,0.02,RIPE,1.0,1.0,GB,28.0,Global,Content,Open,2.0,0.0,1.0,,,
12291,0.05,0.01,-0.12,0.0,-0.01,RIPE,1.0,14.0,DE,2.0,,,,,,0.0,,,
12294,0.04,-0.05,0.0,-0.12,-0.28,RIPE,1.0,1.0,UA,7.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
12298,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,3.0,DE,2.0,,,,,,0.0,,,
393218,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,9.0,US,2.0,,,,,,0.0,,,
12305,0.05,-0.05,-0.04,-0.09,-0.1,RIPE,1.0,1.0,PT,6.0,Europe,Cable/DSL/ISP,Open,3.0,1.0,1.0,,,
393220,-0.13,-0.1,-0.04,-0.19,-0.13,ARIN,2.0,4.0,US,8.0,Not Disclosed,Non-Profit,Open,1.0,0.0,1.0,,,
12310,0.03,0.06,0.07,0.02,0.08,RIPE,78.0,329.0,RO,72.0,Europe,NSP,Open,3.0,4.0,1.0,,,
12315,0.05,-0.01,-0.09,-0.1,0.01,RIPE,2.0,5.0,NL,4.0,Europe,Cable/DSL/ISP,Open,1.0,3.0,1.0,,,
12318,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,FR,2.0,,,,,,0.0,,,
393222,-0.13,-0.07,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12325,0.03,-0.05,-0.12,0.0,-0.01,RIPE,1.0,5.0,RO,2.0,,,,,,0.0,,,
12328,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,3.0,PL,2.0,,,,,,0.0,,,
12329,0.05,0.06,0.08,0.04,-0.01,RIPE,18.0,145.0,DE,70.0,Regional,NSP,Open,6.0,5.0,1.0,,,
12331,0.05,-0.04,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
12332,0.04,0.06,0.02,0.0,-0.01,RIPE,15.0,54.0,RU,15.0,,,,,,0.0,,,
12334,0.04,0.05,0.02,0.0,-0.01,RIPE,5.0,46.0,ES,7.0,,,,,,0.0,,,
12335,0.04,-0.05,0.02,-0.19,0.03,RIPE,1.0,3.0,RU,9.0,Europe,NSP,Open,1.0,0.0,1.0,,,
393225,-0.13,-0.1,-0.03,-0.19,-0.13,ARIN,2.0,4.0,US,23.0,Not Disclosed,Non-Profit,Open,1.0,0.0,1.0,,,
12338,0.04,0.07,0.03,0.18,0.01,RIPE,19.0,236.0,ES,22.0,Regional,Cable/DSL/ISP,Selective,2.0,0.0,1.0,,,
262968,-0.46,-0.04,-0.03,-0.19,-0.17,LACNIC,1.0,40.0,BR,4.0,South America,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
393226,-0.13,-0.05,0.01,0.0,-0.01,ARIN,1.0,8.0,US,9.0,,,,,,0.0,,,
12344,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,CZ,2.0,,,,,,0.0,,,
12345,0.05,0.01,-0.09,-0.19,-0.28,RIPE,2.0,137.0,IT,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12347,0.05,-0.09,-0.03,-0.19,0.06,RIPE,1.0,1.0,CH,20.0,Regional,Content,Open,1.0,0.0,1.0,,,
12348,0.05,0.02,-0.01,0.1,0.02,RIPE,3.0,9.0,DE,6.0,Regional,NSP,Selective,1.0,0.0,1.0,,,
12349,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,9.0,DE,3.0,,,,,,0.0,,,
393228,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
393229,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12355,0.05,0.01,0.04,0.02,0.01,RIPE,2.0,14.0,DE,59.0,Regional,Cable/DSL/ISP,Open,4.0,4.0,1.0,1.0,1.0,
12356,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
12357,0.04,0.07,-0.02,-0.12,-0.28,RIPE,164.0,1746.0,ES,105.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
12362,0.05,-0.05,-0.03,-0.19,0.03,RIPE,1.0,1.0,FR,5.0,Global,Enterprise,Open,1.0,0.0,1.0,,,
12363,0.05,-0.09,-0.12,-0.23,-0.01,RIPE,1.0,3.0,IT,2.0,Europe,Enterprise,No,0.0,0.0,1.0,,,
262973,-0.46,0.05,0.06,-0.03,0.01,LACNIC,12.0,71.0,BR,17.0,Regional,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,
12371,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,2.0,DE,2.0,,,,,,0.0,,,
12372,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,IE,2.0,,,,,,0.0,,,
393233,-0.13,-0.09,-0.01,0.1,0.05,ARIN,1.0,3.0,US,5.0,Regional,Content,Selective,0.0,0.0,1.0,,,
12379,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,2.0,DE,2.0,,,,,,0.0,,,
12380,0.04,-0.01,-0.07,0.0,-0.01,RIPE,2.0,4.0,RU,2.0,,,,,,0.0,,,
12381,0.05,-0.05,-0.12,-0.12,0.05,RIPE,1.0,7.0,SE,2.0,Regional,NSP,Open,2.0,1.0,1.0,,,
393235,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12386,0.04,0.0,-0.07,0.0,-0.01,RIPE,1.0,17.0,ES,2.0,,,,,,0.0,,,
262978,-0.46,-0.04,0.04,0.21,0.03,LACNIC,2.0,16.0,BR,11.0,Regional,NSP,Selective,4.0,1.0,1.0,,,
262979,-0.46,0.05,-0.01,-0.19,-0.0,LACNIC,12.0,75.0,BR,13.0,Regional,NSP,Open,1.0,1.0,1.0,,,
12397,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,5.0,UA,2.0,,,,,,0.0,,,
12399,0.05,-0.01,0.04,0.0,0.08,RIPE,2.0,5.0,DE,56.0,Europe,NSP,Open,3.0,2.0,1.0,,,
12401,0.05,-0.05,-0.03,-0.19,-0.28,RIPE,1.0,2.0,AT,21.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,1.0,
393238,-0.13,0.06,0.0,-0.1,0.01,ARIN,11.0,180.0,US,14.0,Regional,Cable/DSL/ISP,Open,0.0,2.0,1.0,,,
12403,0.04,-0.01,-0.12,0.0,-0.01,RIPE,1.0,7.0,RU,2.0,,,,,,0.0,,,
12404,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
262981,-0.46,-0.05,-0.04,-0.19,-0.28,LACNIC,1.0,7.0,BR,11.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12406,0.05,0.07,0.04,0.0,-0.01,RIPE,60.0,2441.0,BY,42.0,,,,,,0.0,,,
12409,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,1.0,FR,2.0,,,,,,0.0,,,
393241,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12418,0.04,0.06,0.09,0.0,-0.01,RIPE,10.0,200.0,RU,45.0,,,,,,0.0,,,
393242,-0.1,-0.05,-0.03,0.0,-0.01,ARIN,1.0,4.0,CA,3.0,,,,,,0.0,,,
12422,0.05,-0.01,-0.12,0.0,-0.01,RIPE,1.0,4.0,DE,2.0,,,,,,0.0,,,
393244,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12431,0.05,-0.05,-0.09,-0.19,0.03,RIPE,1.0,3.0,DE,4.0,Europe,NSP,Open,1.0,0.0,1.0,,,
12436,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,2.0,BG,2.0,,,,,,0.0,,,
12437,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
12438,0.04,-0.05,-0.12,-0.19,-0.28,RIPE,1.0,5.0,UA,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12439,0.03,-0.09,-0.03,0.0,-0.01,RIPE,1.0,3.0,RO,3.0,,,,,,0.0,,,
12440,0.05,0.01,0.05,-0.09,-0.28,RIPE,1.0,16.0,DE,79.0,Not Disclosed,Not Disclosed,Open,4.0,0.0,1.0,,,
262988,-0.46,0.05,-0.0,-0.19,-0.02,LACNIC,9.0,111.0,BR,16.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
12442,0.03,-0.09,-0.03,0.0,-0.01,RIPE,1.0,3.0,RO,3.0,,,,,,0.0,,,
393246,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12444,0.0,-0.05,-0.03,0.0,-0.01,RIPE,1.0,8.0,TR,4.0,,,,,,0.0,,,
12445,0.05,0.05,-0.05,0.0,-0.01,RIPE,8.0,37.0,IT,5.0,,,,,,0.0,,,
12446,0.03,-0.09,-0.03,0.0,-0.01,RIPE,1.0,3.0,RO,3.0,,,,,,0.0,,,
12447,0.05,-0.09,-0.03,0.0,-0.01,RIPE,1.0,2.0,AT,4.0,,,,,,0.0,,,
262989,-0.46,0.0,0.0,-0.12,-0.01,LACNIC,2.0,26.0,BR,8.0,Regional,NSP,Open,2.0,0.0,1.0,,,
262990,-0.46,-0.05,-0.03,0.0,-0.01,LACNIC,1.0,4.0,BR,4.0,,,,,,0.0,,,
12453,0.05,-0.01,-0.02,-0.12,-0.28,RIPE,1.0,9.0,AT,95.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
262991,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,
12455,0.02,0.05,0.02,-0.09,0.02,AFRINIC,3.0,135.0,KE,8.0,Africa,NSP,Open,1.0,6.0,1.0,,,
12456,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
12459,0.05,-0.09,-0.01,0.1,-0.13,RIPE,1.0,3.0,RS,6.0,Europe,Enterprise,Selective,1.0,0.0,1.0,,,
12460,0.05,-0.01,-0.03,0.0,-0.01,RIPE,1.0,10.0,DE,3.0,,,,,,0.0,,,
12464,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,3.0,PL,2.0,,,,,,0.0,,,
262993,-0.46,0.0,-0.09,0.1,-0.02,LACNIC,2.0,22.0,BR,3.0,Regional,Cable/DSL/ISP,Selective,0.0,0.0,1.0,,,
12466,0.05,-0.01,-0.12,-0.19,-0.28,RIPE,1.0,4.0,DE,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
262994,-0.46,-0.05,-0.03,0.0,-0.01,LACNIC,1.0,4.0,BR,3.0,,,,,,0.0,,,
12470,0.05,-0.05,0.04,0.0,0.05,RIPE,1.0,2.0,DE,61.0,Regional,NSP,Open,3.0,2.0,1.0,1.0,,
262995,-0.46,-0.04,-0.09,-0.19,-0.05,LACNIC,2.0,29.0,BR,4.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
12481,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,3.0,IT,3.0,,,,,,0.0,,,
262996,-0.46,-0.05,-0.04,-0.19,-0.05,LACNIC,1.0,9.0,BR,11.0,Regional,NSP,Open,0.0,0.0,1.0,,,
12483,0.05,-0.01,-0.03,0.0,-0.01,RIPE,1.0,13.0,DK,3.0,,,,,,0.0,,,
262997,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1.0,1.0,BR,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
393255,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12486,0.02,0.0,-0.03,0.1,-0.28,RIPE,1.0,26.0,YE,4.0,Not Disclosed,Network Services,Selective,0.0,1.0,1.0,,,
393256,-0.13,-0.06,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12491,-0.0,0.06,0.1,0.18,0.01,RIPE,14.0,302.0,IL,108.0,Global,Cable/DSL/ISP,Selective,2.0,0.0,1.0,,,
12494,0.04,0.05,0.02,0.0,-0.01,RIPE,7.0,83.0,RU,103.0,,,,,,0.0,,,
262999,-0.46,0.06,0.07,0.31,0.12,LACNIC,48.0,218.0,BR,31.0,Regional,NSP,Selective,3.0,6.0,1.0,,,
12502,0.05,0.04,0.03,-0.19,-0.03,RIPE,8.0,28.0,DE,12.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
12505,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,IT,2.0,,,,,,0.0,,,
393259,-0.13,-0.04,-0.03,-0.19,-0.28,ARIN,1.0,15.0,US,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12507,0.04,-0.07,-0.01,0.0,-0.01,RIPE,1.0,2.0,RU,5.0,,,,,,0.0,,,
12509,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,LV,2.0,,,,,,0.0,,,
12510,0.05,0.05,0.02,-0.19,-0.15,RIPE,5.0,81.0,DE,7.0,Global,Enterprise,Open,0.0,1.0,1.0,,,
263002,-0.46,-0.05,-0.09,-0.12,-0.2,LACNIC,1.0,6.0,BR,3.0,South America,NSP,Open,2.0,0.0,1.0,,,
12512,0.05,-0.05,-0.06,0.19,0.01,RIPE,1.0,2.0,DE,5.0,Regional,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,
263003,-0.46,-0.09,0.0,-0.12,-0.04,LACNIC,1.0,2.0,BR,9.0,Regional,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,
12516,0.05,-0.18,-0.03,0.0,-0.01,RIPE,1.0,2.0,FR,4.0,,,,,,0.0,,,
263004,-0.46,0.04,-0.04,-0.19,-0.02,LACNIC,5.0,28.0,BR,6.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
12521,0.04,0.0,-0.03,0.0,-0.01,RIPE,2.0,28.0,ES,4.0,,,,,,0.0,,,
393262,-0.13,0.0,-0.12,0.0,-0.01,ARIN,1.0,26.0,US,2.0,,,,,,0.0,,,
263006,-0.46,-0.04,-0.12,0.0,-0.01,LACNIC,1.0,15.0,BR,2.0,,,,,,0.0,,,
393264,-0.13,-0.18,-0.12,-0.23,-0.09,ARIN,1.0,1.0,US,2.0,North America,Enterprise,No,0.0,0.0,1.0,,,
12531,0.05,-0.05,-0.02,-0.12,-0.28,RIPE,2.0,4.0,DE,45.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
12533,0.05,-0.01,-0.12,0.0,-0.01,RIPE,1.0,5.0,IT,2.0,,,,,,0.0,,,
263007,-0.46,-0.09,-0.07,0.0,-0.01,LACNIC,1.0,1.0,BR,1.0,,,,,,0.0,,,
12536,0.05,-0.05,-0.12,0.22,0.08,RIPE,1.0,1.0,GB,2.0,Europe,NSP,Restrictive,0.0,13.0,1.0,,,
12541,0.04,0.06,0.05,-0.19,-0.28,RIPE,24.0,67.0,ES,27.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,
263008,-0.46,-0.04,-0.01,-0.19,-0.02,LACNIC,1.0,15.0,BR,4.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
393266,0.0,-0.05,-0.07,0.0,-0.01,,2.0,6.0,,2.0,,,,,,0.0,,,
12545,0.04,-0.09,-0.04,0.0,-0.01,RIPE,1.0,3.0,UA,8.0,,,,,,0.0,,,
12546,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
263009,-0.46,0.07,0.11,0.35,-0.03,LACNIC,274.0,3854.0,BR,205.0,South America,NSP,Selective,10.0,9.0,1.0,,,1.0
263010,-0.46,-0.01,-0.12,0.0,-0.01,LACNIC,1.0,8.0,BR,2.0,,,,,,0.0,,,
12551,0.05,0.01,-0.01,-0.19,-0.28,RIPE,1.0,28.0,IT,5.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12553,0.05,-0.18,0.01,-0.19,0.96,RIPE,1.0,1.0,CH,17.0,Regional,Enterprise,Open,1.0,0.0,1.0,,,
393268,-0.13,-0.05,-0.07,-0.19,-0.06,ARIN,1.0,4.0,US,2.0,North America,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
263011,-0.46,0.04,-0.01,-0.19,-0.28,LACNIC,3.0,21.0,BR,6.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
263012,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,
12564,0.04,0.04,-0.09,0.0,-0.01,RIPE,3.0,35.0,BG,4.0,,,,,,0.0,,,
12565,0.05,-0.09,-0.03,-0.19,-0.03,RIPE,1.0,1.0,FR,16.0,Europe,Enterprise,Open,1.0,1.0,1.0,,,
393271,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
393272,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
393273,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12577,0.05,0.04,-0.02,-0.19,-0.04,RIPE,3.0,14.0,AT,66.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,1.0,,
12580,0.04,-0.02,0.06,-0.1,-0.33,RIPE,4.0,12.0,PL,12.0,Not Disclosed,Not Disclosed,Open,1.0,2.0,1.0,,,
12581,0.05,-0.01,-0.12,0.0,-0.01,RIPE,1.0,4.0,DE,2.0,,,,,,0.0,,,
393274,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12592,0.03,-0.09,-0.07,0.0,-0.01,RIPE,2.0,3.0,RO,2.0,,,,,,0.0,,,
12597,0.05,0.04,0.01,-0.07,-0.03,RIPE,3.0,44.0,SE,18.0,Regional,Cable/DSL/ISP,Open,8.0,0.0,1.0,,,
12598,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
12599,0.0,-0.04,-0.12,0.0,-0.01,RIPE,1.0,15.0,TR,2.0,,,,,,0.0,,,
393278,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,12.0,US,4.0,,,,,,0.0,,,
12601,0.05,0.0,-0.03,0.0,-0.01,RIPE,1.0,17.0,FR,3.0,,,,,,0.0,,,
12610,0.05,-0.09,-0.03,0.0,-0.01,RIPE,1.0,1.0,DE,3.0,,,,,,0.0,,,
263022,-0.46,-0.05,-0.07,-0.19,-0.32,LACNIC,1.0,5.0,BR,1.0,South America,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
12615,0.04,0.07,0.06,-0.01,0.09,RIPE,37.0,599.0,BG,33.0,Europe,Cable/DSL/ISP,Open,2.0,5.0,1.0,,,
393281,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12617,0.05,-0.05,-0.07,-0.19,0.04,RIPE,2.0,10.0,DK,2.0,Europe,Content,Open,0.0,1.0,1.0,,,
12619,-0.0,-0.05,-0.03,0.0,-0.01,RIPE,1.0,5.0,IL,3.0,,,,,,0.0,,,
263024,-0.46,0.04,0.02,-0.19,-0.02,LACNIC,6.0,36.0,BR,10.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
396470,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12625,0.05,0.0,0.04,0.1,-0.15,RIPE,2.0,32.0,DE,55.0,Global,Enterprise,Selective,1.0,0.0,1.0,,,
12630,0.05,-0.05,-0.09,-0.12,-0.01,RIPE,1.0,2.0,FI,3.0,Europe,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,
263026,-0.46,0.04,0.0,-0.09,0.06,LACNIC,8.0,64.0,BR,18.0,Regional,Cable/DSL/ISP,Open,3.0,1.0,1.0,,,
393284,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
393285,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
263028,-0.46,-0.03,-0.07,0.0,-0.01,LACNIC,2.0,6.0,BR,2.0,,,,,,0.0,,,
393286,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12643,0.05,-0.01,-0.12,0.0,-0.01,RIPE,1.0,5.0,DE,2.0,,,,,,0.0,,,
12645,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,6.0,FR,2.0,,,,,,0.0,,,
12649,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,5.0,CH,3.0,,,,,,0.0,,,
12650,0.05,-0.09,-0.03,-0.19,0.02,RIPE,1.0,1.0,IT,21.0,Regional,Content,Open,1.0,0.0,1.0,,,
12651,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,2.0,CH,2.0,,,,,,0.0,,,
