ASN,Location bias,Network size bias,Topology bias,IXP related bias,Network type bias,RIR region,Customer cone (#ASNs),Customer cone (#prefixes),Location (country),#neighbors (total),Scope (PeeringDB),Network type (PeeringDB),Peering policy (PeeringDB),#IXPs (PeeringDB),#facilities (PeeringDB),is_in_peeringDB,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer
11746,-0.13,-0.05,0.0,0.0,-0.01,ARIN,1.0,4.0,US,6.0,,,,,,0.0,,,
262851,-0.46,0.04,0.03,-0.19,0.03,LACNIC,11.0,32.0,BR,11.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
11751,-0.46,-0.02,0.03,-0.19,-0.28,LACNIC,2.0,21.0,BR,14.0,South America,Not Disclosed,Open,0.0,1.0,1.0,,,
11753,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,2.0,US,3.0,,,,,,0.0,,,
11756,-0.13,-0.14,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
11757,-0.13,0.01,0.01,0.0,-0.01,ARIN,1.0,34.0,US,10.0,,,,,,0.0,,,
11758,-0.13,0.07,0.07,-0.01,0.05,ARIN,36.0,511.0,US,37.0,Regional,NSP,Open,2.0,6.0,1.0,,,
11759,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11760,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11763,-0.13,-0.01,0.0,0.0,-0.01,ARIN,1.0,12.0,US,6.0,,,,,,0.0,,,
11766,-0.13,0.04,-0.09,-0.12,-0.28,ARIN,3.0,19.0,US,4.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
11767,-0.13,0.04,0.07,-0.1,-0.0,ARIN,8.0,81.0,US,23.0,Not Disclosed,NSP,Open,1.0,2.0,1.0,,,
11768,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
262855,-0.46,-0.04,-0.03,-0.19,-0.28,LACNIC,1.0,20.0,BR,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
11773,-0.13,-0.04,0.0,-0.19,-0.28,ARIN,1.0,3.0,US,6.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
262856,-0.46,-0.05,-0.09,-0.1,-0.03,LACNIC,1.0,7.0,BR,4.0,Regional,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,
11777,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,
11782,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11783,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,2.0,US,3.0,,,,,,0.0,,,
11787,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,
11789,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11790,-0.13,0.0,-0.12,0.0,-0.01,ARIN,1.0,15.0,US,2.0,,,,,,0.0,,,
11791,-0.13,-0.09,-0.07,0.0,-0.01,ARIN,1.0,2.0,US,1.0,,,,,,0.0,,,
11796,-0.13,0.07,0.08,0.04,0.07,ARIN,77.0,485.0,US,106.0,Regional,Cable/DSL/ISP,Open,8.0,4.0,1.0,,,
11798,-0.13,-0.05,-0.09,-0.19,-0.01,ARIN,1.0,3.0,US,3.0,North America,Content,Open,1.0,1.0,1.0,,,
11799,-0.13,-0.01,-0.12,-0.23,-0.1,ARIN,1.0,7.0,US,2.0,North America,Not Disclosed,No,0.0,1.0,1.0,,,
11802,-0.46,0.0,-0.09,0.0,-0.01,LACNIC,2.0,51.0,BR,5.0,,,,,,0.0,,,
11804,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
11805,-0.13,-0.05,-0.04,-0.19,-0.05,ARIN,2.0,4.0,US,3.0,Not Disclosed,NSP,Open,1.0,1.0,1.0,,,
11807,-0.1,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,CA,4.0,,,,,,0.0,,,
11809,-0.13,0.01,-0.03,0.0,-0.01,ARIN,1.0,15.0,US,4.0,,,,,,0.0,,,
11810,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
11811,-0.13,-0.18,-0.03,0.0,-0.01,ARIN,1.0,2.0,US,3.0,,,,,,0.0,,,
11813,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11816,-0.14,0.02,-0.03,-0.19,-0.28,LACNIC,2.0,115.0,AW,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
11817,-0.13,-0.0,0.02,0.0,-0.01,ARIN,4.0,17.0,US,6.0,,,,,,0.0,,,
11820,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11823,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11825,0.0,-0.18,-0.03,0.0,-0.01,,1.0,2.0,,3.0,,,,,,0.0,,,
11827,-0.13,-0.01,-0.03,-0.19,-0.0,ARIN,1.0,6.0,US,3.0,Regional,Educational/Research,Open,0.0,1.0,1.0,,,
11829,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,5.0,US,3.0,,,,,,0.0,,,
11831,-0.1,0.04,0.02,0.0,-0.01,ARIN,4.0,130.0,CA,6.0,,,,,,0.0,,,
11833,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,10.0,US,2.0,,,,,,0.0,,,
11834,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,
11835,-0.46,0.06,0.09,-0.03,-0.09,LACNIC,25.0,241.0,BR,32.0,South America,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,
11840,-0.13,-0.02,-0.03,0.0,-0.01,ARIN,1.0,18.0,US,4.0,,,,,,0.0,,,
11841,-0.13,0.0,-0.07,-0.19,-0.06,ARIN,2.0,36.0,US,2.0,Regional,Cable/DSL/ISP,Open,0.0,1.0,1.0,,,
11842,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
11844,-0.46,0.01,-0.04,-0.09,-0.16,LACNIC,1.0,82.0,BR,14.0,South America,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,
11845,0.01,0.07,0.08,0.34,0.01,AFRINIC,13.0,8329.0,ZA,93.0,Regional,Cable/DSL/ISP,Selective,12.0,5.0,1.0,,,
11847,-0.13,0.04,0.02,0.0,-0.01,ARIN,4.0,46.0,US,6.0,,,,,,0.0,,,
11851,-0.1,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,CA,2.0,,,,,,0.0,,,
11852,-0.13,-0.18,-0.09,0.1,-0.21,ARIN,1.0,1.0,US,3.0,Not Disclosed,Enterprise,Selective,1.0,1.0,1.0,,,
11854,-0.13,0.04,0.02,0.0,-0.01,ARIN,4.0,31.0,US,7.0,,,,,,0.0,,,
11855,-0.13,0.06,0.05,0.0,-0.01,ARIN,17.0,1201.0,US,20.0,,,,,,0.0,,,
11856,-0.02,-0.05,-0.03,0.0,-0.01,ARIN,1.0,6.0,GB,3.0,,,,,,0.0,,,
11857,-0.13,0.02,0.0,0.0,-0.01,ARIN,1.0,55.0,US,6.0,,,,,,0.0,,,
11858,-0.13,-0.09,-0.07,0.0,-0.01,ARIN,1.0,1.0,US,1.0,,,,,,0.0,,,
11860,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11862,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,6.0,US,3.0,,,,,,0.0,,,
11863,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11866,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,4.0,US,3.0,,,,,,0.0,,,
11868,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11870,-0.13,0.01,0.0,0.29,-0.07,ARIN,2.0,19.0,US,7.0,Global,Enterprise,Selective,2.0,10.0,1.0,,,
11871,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11872,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,11.0,US,4.0,,,,,,0.0,,,
11874,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11875,-0.13,-0.18,-0.12,0.0,1.02,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11878,-0.13,0.05,-0.03,0.0,-0.01,ARIN,5.0,94.0,US,5.0,,,,,,0.0,,,
11880,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,4.0,US,3.0,,,,,,0.0,,,
11889,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,8.0,US,2.0,,,,,,0.0,,,
11892,-0.13,0.0,-0.01,0.0,-0.01,ARIN,1.0,33.0,US,5.0,,,,,,0.0,,,
11893,-0.13,-0.05,-0.12,-0.19,0.09,ARIN,1.0,5.0,US,2.0,North America,Educational/Research,Open,0.0,1.0,1.0,,,
11894,-0.13,-0.18,-0.03,-0.19,-0.07,ARIN,1.0,3.0,US,4.0,Regional,Enterprise,Open,0.0,0.0,1.0,,,
11895,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11897,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,
11898,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11899,-0.13,-0.18,-0.03,0.0,-0.01,ARIN,1.0,1.0,US,3.0,,,,,,0.0,,,
11901,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,2.0,US,3.0,,,,,,0.0,,,
11903,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11904,-0.13,0.05,-0.01,-0.19,0.01,ARIN,3.0,144.0,US,6.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
11910,-0.13,-0.03,-0.03,-0.1,-0.06,ARIN,2.0,4.0,US,4.0,Regional,Cable/DSL/ISP,Open,1.0,3.0,1.0,,,
11911,-0.13,0.01,-0.03,0.0,-0.01,ARIN,1.0,63.0,US,4.0,,,,,,0.0,,,
11915,-0.13,0.05,0.02,-0.19,-0.1,ARIN,4.0,108.0,US,7.0,North America,NSP,Open,0.0,0.0,1.0,,,
11916,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11921,-0.46,0.0,0.02,-0.19,-0.37,LACNIC,1.0,15.0,BR,9.0,South America,Enterprise,Open,1.0,0.0,1.0,,,
11922,-0.13,-0.01,0.01,-0.19,-0.05,ARIN,1.0,6.0,US,17.0,North America,Content,Open,1.0,0.0,1.0,,,
11924,-0.13,0.04,0.01,-0.12,0.01,ARIN,4.0,65.0,US,21.0,Regional,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,
11926,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11931,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11933,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11935,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11936,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11939,-0.13,0.01,0.0,0.0,-0.01,ARIN,1.0,17.0,US,6.0,,,,,,0.0,,,
11940,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,4.0,US,3.0,,,,,,0.0,,,
11941,-0.13,0.0,0.01,0.0,-0.01,ARIN,1.0,22.0,US,9.0,,,,,,0.0,,,
11942,-0.13,-0.01,-0.09,0.0,-0.01,ARIN,2.0,11.0,US,3.0,,,,,,0.0,,,
11945,0.0,-0.18,-0.12,0.0,-0.01,,1.0,1.0,,2.0,,,,,,0.0,,,
11947,-0.13,-0.01,-0.12,-0.19,-0.18,LACNIC,1.0,7.0,TT,2.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
11948,-0.13,-0.18,-0.12,0.1,-0.02,ARIN,1.0,2.0,US,2.0,North America,NSP,Selective,1.0,1.0,1.0,,,
11949,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11951,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,7.0,US,2.0,,,,,,0.0,,,
11954,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,3.0,,,,,,0.0,,,
11956,-0.13,0.06,-0.03,0.0,-0.01,ARIN,12.0,165.0,US,4.0,,,,,,0.0,,,
11958,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11959,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11960,-0.14,0.05,0.0,0.0,-0.01,LACNIC,3.0,57.0,CU,7.0,,,,,,0.0,,,
11961,-0.13,-0.01,0.02,0.3,-0.28,ARIN,1.0,4.0,US,12.0,Not Disclosed,Not Disclosed,Selective,3.0,3.0,1.0,,,
11962,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11964,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11966,-0.13,0.04,-0.01,0.0,-0.01,ARIN,3.0,15.0,US,6.0,,,,,,0.0,,,
11967,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11969,0.0,-0.09,-0.12,0.0,-0.01,,1.0,3.0,,2.0,,,,,,0.0,,,
11970,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
11971,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,
11974,0.0,-0.18,-0.12,0.0,-0.01,,1.0,1.0,,2.0,,,,,,0.0,,,
11975,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,7.0,US,3.0,,,,,,0.0,,,
11976,-0.13,0.06,-0.03,0.1,0.04,ARIN,9.0,370.0,US,10.0,North America,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,
262896,-0.46,-0.02,-0.04,-0.1,-0.19,LACNIC,2.0,18.0,BR,4.0,South America,Cable/DSL/ISP,Open,1.0,3.0,1.0,,,
11978,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
11979,-0.13,0.07,0.02,-0.03,0.05,ARIN,11.0,1831.0,US,9.0,Regional,NSP,Open,2.0,2.0,1.0,,,
11980,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
262897,-0.46,-0.18,-0.12,-0.19,-0.28,LACNIC,1.0,1.0,BR,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
11985,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,9.0,US,3.0,,,,,,0.0,,,
11990,-0.13,-0.05,-0.09,-0.19,0.06,ARIN,1.0,4.0,US,3.0,Global,NSP,Open,1.0,0.0,1.0,,,
11992,-0.28,0.07,-0.03,0.0,-0.01,ARIN,29.0,494.0,PR,26.0,,,,,,0.0,,,
11993,-0.46,0.01,-0.03,0.0,-0.01,LACNIC,1.0,20.0,BR,4.0,,,,,,0.0,,,
11995,-0.13,-0.01,0.02,-0.19,0.02,ARIN,1.0,6.0,US,6.0,Regional,Educational/Research,Open,1.0,0.0,1.0,,,
11996,-0.13,0.05,0.08,-0.01,-0.28,ARIN,7.0,51.0,US,16.0,Not Disclosed,Not Disclosed,Open,2.0,4.0,1.0,,,
11999,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,
12001,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,12.0,US,2.0,,,,,,0.0,,,
262901,-0.46,0.02,0.02,0.21,0.1,LACNIC,3.0,13.0,BR,15.0,Regional,NSP,Selective,5.0,0.0,1.0,,,
12005,-0.13,-0.01,0.0,0.0,-0.01,ARIN,1.0,4.0,US,6.0,,,,,,0.0,,,
12007,-0.13,0.02,0.0,0.0,-0.01,ARIN,1.0,77.0,US,6.0,,,,,,0.0,,,
12010,-0.1,-0.18,-0.12,0.0,-0.01,ARIN,1.0,3.0,CA,2.0,,,,,,0.0,,,
12012,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12016,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12018,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,9.0,US,2.0,,,,,,0.0,,,
12022,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,8.0,US,3.0,,,,,,0.0,,,
12024,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,2.0,13.0,US,4.0,,,,,,0.0,,,
12025,-0.13,0.07,0.04,-0.09,-0.03,ARIN,75.0,878.0,US,75.0,North America,NSP,Open,1.0,4.0,1.0,,,
12028,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,4.0,,,,,,0.0,,,
12037,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,
12041,-0.13,0.06,0.06,0.34,-0.03,ARIN,3.0,305.0,US,105.0,Global,Content,Selective,22.0,6.0,1.0,,,
12042,-0.13,0.07,0.09,0.19,-0.02,ARIN,42.0,442.0,US,48.0,Regional,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,
12043,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12044,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,11.0,US,2.0,,,,,,0.0,,,
12046,0.05,-0.01,-0.03,0.0,-0.01,RIPE,2.0,9.0,EU,4.0,,,,,,0.0,,,
12047,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,
12048,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12050,-0.13,0.0,-0.03,0.0,-0.01,ARIN,1.0,20.0,US,3.0,,,,,,0.0,,,
12052,-0.13,0.0,-0.01,0.0,-0.01,ARIN,1.0,26.0,US,5.0,,,,,,0.0,,,
12053,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12054,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,7.0,US,2.0,,,,,,0.0,,,
12055,-0.13,-0.18,-0.07,-0.19,-0.08,ARIN,1.0,2.0,US,2.0,Regional,Network Services,Open,0.0,0.0,1.0,,,
12058,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12059,-0.1,-0.05,-0.04,-0.1,-0.01,ARIN,1.0,2.0,CA,11.0,North America,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,
12062,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12066,-0.13,0.0,-0.04,-0.19,-0.28,LACNIC,2.0,29.0,DO,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12067,-0.13,-0.01,-0.04,-0.19,-0.28,ARIN,1.0,6.0,US,7.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12069,-0.13,-0.04,-0.12,0.0,-0.01,ARIN,1.0,15.0,US,2.0,,,,,,0.0,,,
12072,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12073,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,8.0,US,2.0,,,,,,0.0,,,
12075,-0.13,0.01,0.01,0.0,-0.01,ARIN,1.0,15.0,US,8.0,,,,,,0.0,,,
12079,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,
12082,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,5.0,US,3.0,,,,,,0.0,,,
12085,-0.13,0.07,0.08,-0.19,-0.09,ARIN,53.0,757.0,US,72.0,Regional,NSP,Open,1.0,1.0,1.0,,,
12086,-0.13,0.02,-0.12,0.0,-0.01,ARIN,1.0,107.0,US,2.0,,,,,,0.0,,,
12087,-0.13,0.04,-0.01,-0.19,-0.18,ARIN,3.0,21.0,US,6.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
12088,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12089,-0.13,0.05,-0.03,0.0,-0.01,ARIN,8.0,100.0,US,9.0,,,,,,0.0,,,
12090,-0.13,0.0,-0.12,0.0,-0.01,ARIN,1.0,30.0,US,2.0,,,,,,0.0,,,
12091,0.01,-0.01,-0.12,0.0,-0.01,AFRINIC,1.0,13.0,ZA,2.0,,,,,,0.0,,,
12092,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,4.0,US,2.0,,,,,,0.0,,,
12097,-0.13,0.05,-0.09,-0.19,-0.14,ARIN,3.0,26.0,US,4.0,North America,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
12098,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,4.0,,,,,,0.0,,,
12100,-0.13,0.05,-0.07,0.0,-0.01,ARIN,3.0,77.0,US,2.0,,,,,,0.0,,,
12102,-0.13,-0.09,-0.04,0.1,-0.15,ARIN,1.0,1.0,US,3.0,Not Disclosed,Not Disclosed,Selective,1.0,1.0,1.0,,,
12105,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,3.0,US,3.0,,,,,,0.0,,,
12107,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12113,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12118,-0.13,-0.01,-0.03,-0.12,-0.28,ARIN,1.0,5.0,US,3.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
12122,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,7.0,US,2.0,,,,,,0.0,,,
12125,-0.13,-0.09,-0.03,-0.12,0.06,ARIN,1.0,1.0,US,5.0,,Content,Open,2.0,0.0,1.0,,,
12128,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12129,-0.13,0.07,0.09,0.02,0.08,ARIN,83.0,1010.0,US,100.0,North America,NSP,Open,3.0,11.0,1.0,,,
12132,-0.1,0.0,-0.01,0.0,-0.01,ARIN,1.0,14.0,CA,5.0,,,,,,0.0,,,
12133,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12135,-0.46,-0.1,-0.03,0.0,-0.01,LACNIC,1.0,4.0,BR,3.0,,,,,,0.0,,,
12136,-0.46,-0.18,0.0,-0.19,-0.28,LACNIC,1.0,2.0,BR,13.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
12137,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12140,-0.46,-0.05,-0.01,0.0,-0.01,LACNIC,1.0,5.0,BR,5.0,,,,,,0.0,,,
12142,-0.13,-0.09,-0.01,0.0,-0.01,ARIN,1.0,3.0,US,5.0,,,,,,0.0,,,
12144,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12145,-0.13,0.03,0.01,0.0,-0.01,ARIN,6.0,11.0,US,6.0,,,,,,0.0,,,
12147,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,10.0,US,4.0,,,,,,0.0,,,
12148,-0.13,-0.04,-0.12,0.1,0.03,ARIN,1.0,3.0,US,2.0,North America,Educational/Research,Selective,0.0,0.0,1.0,,,
12150,-0.25,0.04,-0.09,-0.19,-0.19,LACNIC,3.0,44.0,AR,5.0,Global,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,
12152,-0.13,-0.05,0.01,0.0,-0.01,ARIN,1.0,10.0,US,7.0,,,,,,0.0,,,
12154,-0.13,-0.01,-0.09,0.0,-0.01,ARIN,2.0,13.0,US,3.0,,,,,,0.0,,,
12155,-0.13,-0.09,-0.03,0.0,-0.01,ARIN,1.0,1.0,US,3.0,,,,,,0.0,,,
12157,-0.13,-0.18,-0.03,0.0,-0.01,ARIN,1.0,2.0,US,3.0,,,,,,0.0,,,
12158,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
12159,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
12161,-0.13,-0.05,-0.04,-0.19,-0.09,ARIN,1.0,6.0,US,3.0,North America,Enterprise,Open,1.0,1.0,1.0,,,
12162,-0.13,-0.18,-0.03,0.0,-0.01,ARIN,1.0,1.0,US,4.0,,,,,,0.0,,,
12163,-0.13,-0.18,-0.01,0.1,-0.15,ARIN,1.0,2.0,US,5.0,Global,Enterprise,Restrictive,0.0,0.0,1.0,,,
12165,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,7.0,US,2.0,,,,,,0.0,,,
12167,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,
12169,-0.13,0.0,-0.03,0.0,-0.01,ARIN,1.0,30.0,US,3.0,,,,,,0.0,,,
12171,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,13.0,US,3.0,,,,,,0.0,,,
12172,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
12173,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,6.0,US,3.0,,,,,,0.0,,,
12176,0.0,-0.18,-0.03,0.0,-0.01,,1.0,2.0,,3.0,,,,,,0.0,,,
12178,-0.13,-0.01,-0.09,0.0,-0.01,ARIN,2.0,8.0,US,3.0,,,,,,0.0,,,
12179,-0.13,0.07,0.05,0.0,-0.01,ARIN,42.0,1643.0,US,36.0,,,,,,0.0,,,
12180,-0.13,0.06,0.03,0.0,-0.01,ARIN,29.0,483.0,US,24.0,,,,,,0.0,,,
12182,-0.13,0.07,0.06,0.0,-0.01,ARIN,52.0,1600.0,US,48.0,,,,,,0.0,,,
12183,-0.13,-0.01,-0.03,0.0,-0.01,ARIN,1.0,9.0,US,3.0,,,,,,0.0,,,
12184,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,5.0,US,4.0,,,,,,0.0,,,
